company_name,funding_amount,industry,location,funding_rounds,founding_year,data_source,is_early_stage,is_startup,funding_category,Website,Country,funding_stage,Last Funding Date,announced_date,Investors,Description,Address,Lat,Long,Company Size,Tech stack,Marketing Stack,Design Stack,Product Stack
Kapwing,,Consumer Media,San Francisco,,2017.0,GitHub Repository,,True,,kapwing.com/,,,,,,"Kapwing is a modern editor for videos, GIFs, and images. Try our free meme maker, resizer, subtitle maker, filters, and more!","San Francisco, CA",37.7749295,-122.4194155,1-12,,,,
Karuna Health,,Healthcare,San Francisco,,2018.0,GitHub Repository,,True,,https://www.meetkaruna.com/,,,,,,Our suite of communication tools helps you connect with patients the way they already connect with friends and family. A unified inbox and intelligent automation lets your team save time while increasing the frequency and impact of patient interactions.,"25 Taylor St Unit 604, San Francisco, CA 94102",37.7825836,-122.4112523,1-12,React.js,,,
KBC Staffing,,Recruiting Agency,East Bay,,2010.0,GitHub Repository,,True,,https://kbcstaffing.com/,,,,,,"KBC Staffing Offers Staffing Solutions For Temp, Temp-To-Perm and Direct Hire Placements. Offices in the Bay Area, California.","555 12th St, Oakland, CA 94607",37.8036861,-122.2752692,1-12,,,,
Kentik,,"B2B Software and Services,Networking,Analytics",San Francisco,,2014.0,GitHub Repository,,True,,https://www.kentik.com,,,,,,"Easily, the world's most powerful network analytics.","625 2nd Street Suite 100, San Francisco, CA 94107",37.7816955,-122.3910597,,,,,
Kiip,,"B2B Software and Services,Mobile,Advertising",San Francisco,,2010.0,GitHub Repository,,True,,http://www.kiip.me/,,,,,,"Kiip is an in-app mobile advertising platform that uses moments to create meaningful customer interactions and generate highly targeted, custom audiences. ","970 Folsom St, San Francisco, CA 94107",37.779299,-122.4050258,,,,,
Kissmetrics,,"B2B Software and Services,Analytics",San Francisco,,2008.0,GitHub Repository,,True,,https://www.kissmetricshq.com/,,,,,,"Understand what people are doing on your website and products, and deliver behavior-based engagement every step of the way.","847 Sansome St Lower Level, San Francisco, CA 94111",37.7980279,-122.4025102,,React.js,,,
KittyHawk,,"Consumer Goods and Services,Drones",San Francisco,,2015.0,GitHub Repository,,True,,https://kittyhawk.io/,,,,,,"Kittyhawk unifies the mission, aircraft, and data to empower safe and effective drone operations","San Francisco, CA",37.7749295,-122.4194155,,,,,
Kiva,,"Financial Technology and Services,Non-Profit,Business Loans,Consumer Loans,Crowdfunding",San Francisco,,2005.0,GitHub Repository,,True,,https://www.kiva.org/,,,,,,Lend as little as $25 to create opportunity for people around the world.,"875 Howard St, San Francisco, CA 94103",37.7818225,-122.4039748,,,,,
Knotel,,Coworking,San Francisco,,2015.0,GitHub Repository,,True,,https://knotel.com/,,,,,,"Your agile business deserves an agile space. Knotel will find, customize, and operate your ideal office while you focus on your business.","972 Mission St, San Francisco, CA 94103",37.7817028,-122.4084091,,,,,
Kong,,B2B Software and Services,San Francisco,,2010.0,GitHub Repository,,True,,https://konghq.com/,,,,,,"Secure, Manage and Orchestrate, Microservice APIs","251 Post Street 2nd floor, San Francisco, CA 94108",37.7884054,-122.4059771,,,,,
KPCB,,Venture Capital,San Francisco,,1972.0,GitHub Repository,,True,,http://www.kpcb.com/,,,,,,"For five decades we have partnered with intrepid founders to build iconic companies that made history. Today, Kleiner Perkins continues that legacy, investing in founders with bold ideas that span industries and continents, partnering with them from inception to IPO and beyond to maximize the potential of their ideas… and make history.","101 S Park St, San Francisco, CA 94107",37.7812774,-122.3937412,,,,,
Kyokan,,"Development Agency,Financial Technology and Services",East Bay,,2017.0,GitHub Repository,,True,,https://www.kyokan.io/,,,,,,Making blockchain accessible to everyone on earth.,"400 Estudillo Ave suite 202, San Leandro, CA 94577",37.7262863,-122.1520508,,,,,
Landor,,"Marketing Agency,Consulting",San Francisco,,1941.0,GitHub Repository,,True,,https://landor.com/,,,,,,Landor builds some of the world’s most agile brands—brands that thrive on change.,"1001 Front St, San Francisco, CA 94111",37.8009119,-122.4005729,151-250,,,,
Lattice,,Employee Engagement,San Francisco,,2015.0,GitHub Repository,,True,,https://lattice.com/,,,,,Y Combinator,"Align, engage, and grow your employees.","580 Howard St #102, San Francisco, CA 94105",37.7872576,-122.3980628,61-150,,Marketo,,
Launch Darkly,,"B2B Software and Services,Developer Tool",East Bay,,2014.0,GitHub Repository,,True,,https://launchdarkly.com/,,,,,,Eliminate risk and deliver value using feature management in your development cycles. Deploy code when you want. Release features when you're ready. Control your users' experience.,"350 Frank H Ogawa Plaza, Oakland, CA 94612",37.8061399,-122.2715697,,,,,
Layer,,"B2B Software and Services,Marketing,Sales",San Francisco,,2013.0,GitHub Repository,,True,,https://layer.com/,,,,,,"Streamline one, differentiated experience across marketing, sales, and support.","655 4th Street, San Francisco, CA 94107",37.7777394,-122.3954409,,,,,
Leadspace,,"B2B Software and Services,Sales",San Francisco,,2007.0,GitHub Repository,,True,,leadspace.com,,,,,,Leadspace Audience Management Platform: Know your customers from every angle,"47 Kearny St. Suite 600, San Francisco, CA 94108",37.788505,-122.4038838,,,Marketo,,
Leanplum,,"B2B Software and Services,Mobile,Marketing",San Francisco,,2012.0,GitHub Repository,,True,,https://www.leanplum.com/,,,,,,How mobile marketers drive relationships,"1550 Bryant St, San Francisco, CA 94103",37.7675345,-122.4111829,,,,,
Leap Motion,,"Gaming,Consumer Media",San Francisco,,2010.0,GitHub Repository,,True,,https://www.leapmotion.com/,,,,,,Reach into the future of virtual and augmented reality,"321 11th St, San Francisco, CA 94103",37.7717167,-122.4135509,,,,,
Lending Club,,"Financial Technology and Services,Loans,Consumer Loans",San Francisco,,2007.0,GitHub Repository,,True,,lendingclub.com,,,,,,"Personal loans up to $40,000","71 Stevenson St #1000, San Francisco, CA 94105",37.7892727,-122.3995828,,,,,
LendingHome,,"Financial Technology and Services,Loans,Consumer Loans,Real Estate",San Francisco,,2013.0,GitHub Repository,,True,,https://www.lendinghome.com/,,,,,,Reliable home financing tailored to you,"315 Montgomery St floor 16, San Francisco, CA 94104",37.7921118,-122.4028796,,,,,
LendUp,,"Financial Technology and Services,Loans,Consumer Loans",San Francisco,,2012.0,GitHub Repository,,True,,https://www.lendup.com/,,,,,Y Combinator,We believe everyone deserves access to quality credit,"225 Bush St, San Francisco, CA 94104",37.791062,-122.401292,61-150,,,,
Lever,,"B2B Software and Services,Talent Acquisition",San Francisco,,2012.0,GitHub Repository,,True,,https://www.lever.co/,,,,,,"Lever streamlines the hiring process and simplifies the Applicant Tracking System, so that recruiters and hiring managers can focus on what truly matters: their candidates.","989 Market St #450, San Francisco, CA 94103",37.7822916,-122.4095458,,,,,
Liftopia,,Consumer Goods and Services,San Francisco,,2005.0,GitHub Repository,,True,,https://about.liftopia.com/index.html,,,,,,Liftopia.com is the largest and most popular consumer marketplace for lift tickets,"1061 Market St. Floor 4, San Francisco, CA 94103",37.7809191,-122.4113985,,,,,
Lightbend,,Productivity Tools,San Francisco,,2011.0,GitHub Repository,,True,,http://www.lightbend.com/,,,,,,Modernize your enterprise at startup speed,"625 Market St Suite 1000, San Francisco, CA 94105",37.7886528,-122.4016796,,,,,
LightStep,,,San Francisco,,2015.0,GitHub Repository,,True,,lightstep.com,,,,,,"Observe modern apps with confidence. LightStep answers questions and diagnoses anomalies at scale, spanning mobile, monoliths, and microservices","525 Market St #3050, San Francisco, CA 94105",37.7905035,-122.3990296,61-150,,Marketo,,
LinkedIn,,"B2B Software and Services,Consumer Goods and Services",San Francisco,,2003.0,GitHub Repository,,True,,https://www.linkedin.com/,,,,,,I'd like to add you to my professional network on LinkedIn,"222 2nd St, San Francisco, CA 94105",37.7864032,-122.3983216,,,,,
Linqia,,B2B Software and Services,San Francisco,,2012.0,GitHub Repository,,True,,http://www.linqia.com/,,,,,,Linqia combines the science and accountability of online media with award-winning service to deliver guaranteed influencer marketing results for our clients,"77 Maiden Ln, San Francisco, CA 94108",37.7881761,-122.4046821,,,,,
Literably,,Education,San Francisco,,2013.0,GitHub Repository,,True,,https://literably.com,,,,,,The only reading assessment that listens to your students.,"364 Utah St, San Francisco, CA 94103",37.764963,-122.4065812,,,,,
Lithium Technologies,,e-Commerce,San Francisco,,2001.0,GitHub Repository,,True,,https://www.lithium.com/,,,,,,Engage retail consumers at every point in the buyer's journey.,"225 Bush St, San Francisco, CA 94104",37.790841,-122.4012802,,,,,
LiveRamp,,B2B Software and Services,San Francisco,,2012.0,GitHub Repository,,True,,https://liveramp.com/,,,,,,LiveRamp is an identity resolution middleware company that moves data between most of the major marketing applications.,"225 Bush St 17th Floor, San Francisco, CA 94104",37.7908694,-122.401228,,,,,
Lob,,"B2B Software and Services,B2B Software and Services",San Francisco,,2013.0,GitHub Repository,,True,,https://lob.com/,,,,,Y Combinator,"Lob's software platform automates age-old offline business processes in a modern, intelligent, and technology-forward way.","185 Berry St #6600, San Francisco, CA 94107",37.776657,-122.391842,61-150,React.js,Marketo,,
Logikcull,,"B2B Software and Services,Legal",San Francisco,,2004.0,GitHub Repository,,True,,http://logikcull.com/,,,,,,Instant Discovery for Modern Legal Teams,"330 Townsend Street Suite 335, San Francisco, CA 94107 ",37.77686,-122.3961078,,,,,
Looker,,B2B Software and Services,San Francisco,,2011.0,GitHub Repository,,True,,https://looker.com/,,,,,Kleiner Perkins,"It’s time everyone has access to fresh, reliable data. Drill deeper. Ask more. Share easier.","1157 Harrison St, San Francisco, CA 94103",37.774367,-122.4074045,,,,,
Luma Health,,"Healthcare,Communication",San Francisco,,2015.0,GitHub Repository,,True,,lumahealth.io,,,,,,"Luma provides no-fuss communication tools via text messaging and secure chat (yup, it's all HIPAA-compliant). Stay connected without tricky patient portals","101 Montgomery Street, San Francisco, CA 94104",37.7904341,-122.4025256,61-150,,Marketo,,
Lyft,,"Consumer Goods and Services,Transportation",San Francisco,,2012.0,GitHub Repository,,True,,https://www.lyft.com/,,,,,,Grab the wheel and start earning.,"185 Berry St, San Francisco, CA 94107",37.776503,-122.3920385,,React.js,,,
Lyte,,Consumer Goods and Services,San Francisco,,2013.0,GitHub Repository,,True,,https://lyte.com/,,,,,,Real tickets returned by fans and issued to you by our ticketing partners.,"San Francisco, CA",37.7749295,-122.4194155,,,,,
Macy's,,e-Commerce,San Francisco,,1858.0,GitHub Repository,,True,,https://www.macys.com/,,,,,,Buy pants online or in store.,"680 Folsom St, San Francisco, CA 94107",37.7845584,-122.3985641,,,,,
Mailgun,,"B2B Software and Services,Email",San Francisco,,2009.0,GitHub Repository,,True,,https://www.mailgun.com/,,,,,,"Powerful APIs that enable you to send, receive and track email effortlessly.","620 Folsom St # 100, San Francisco, CA 94107",37.7852686,-122.3975759,,,,,
Mainz Brady Group,,Recruiting Agency,East Bay,,2003.0,GitHub Repository,,True,,https://mbg.com/,,,,,,"Mainz Brady Group is an IT staffing firm, serving California, Oregon, and Washington.","1999 Harrison St #1475, Oakland, CA 94612",37.8078456,-122.2650786,61-150,,,,
Mapbox,,B2B Software and Services,San Francisco,,2010.0,GitHub Repository,,True,,http://www.mapbox.com/,,,,,,"Add location into any application with our mapping, navigation, and location search SDKs","85 2nd Street 3rd floor, San Francisco, CA 94105",37.78844,-122.3998545,,,Marketo,,
Marqeta,,,East Bay,,2010.0,GitHub Repository,,True,,marqeta.com,,,,,,Marqeta card-issuing platform is inspiring new possibilities for the world's most innovative companies. Learn about our merchant services and virtual card here!,"180 Grand Ave, Oakland, CA 94612",37.8113605,-122.2625972,251-499,,,,
Mashery,,"B2B Software and Services,Developer Tool",San Francisco,,2006.0,GitHub Repository,,True,,https://www.mashery.com/,,,,,,API management: Powering digital transformation,"575 Market St, San Francisco, CA 94105",37.7895508,-122.4003129,,,,,
Massdrop,,Consumer Goods and Services,San Francisco,,2012.0,GitHub Repository,,True,,https://www.massdrop.com,,,,,,"We make products with input from our members and give them a place to connect, learn and shop with people who share their interests","San Francisco, CA",37.7749295,-122.4194155,,,,,
MasterClass,,"Education,Consumer Media",San Francisco,,2012.0,GitHub Repository,,True,,https://www.masterclass.com/,,,,,,Online classes taught by the world's greatest minds.,"475 Brannan St Ste 220, San Francisco, CA 94107",37.7786204,-122.3951795,,,,,
Matter,,"Consumer Goods and Services,Employee Engagement",San Francisco,,2017.0,GitHub Repository,,True,,https://matterapp.com/,,,,,,"A new and better way to get feedback, grow your skills, and take your career to the next level.","33 Zoe St, San Francisco, CA 94107",37.780427,-122.395991,,,,,
Mattermark,,"B2B Software and Services,Sales",San Francisco,,2012.0,GitHub Repository,,True,,https://mattermark.com/,,,,,,Research the Companies & Employees Who Matter Most,"535 Mission St Suite 2018, San Francisco, CA 94105",37.7888898,-122.3980914,,,,,
Matterport,,Consumer Media,San Francisco,,2011.0,GitHub Repository,,True,,https://matterport.com/,,,,,Y Combinator,"Matterport allows professionals to capture 3D walkthroughs, photography, floor plans, and VR of real-world places from one shoot.","49 Stevenson St, San Francisco, CA 94105",37.7898659,-122.3993287,,,,,
Mayvenn,,e-Commerce,East Bay,,2012.0,GitHub Repository,,True,,mayvenn.com,,,,,,"Quality virgin human hair & extensions trusted & recommended by 100000 stylists, and backed by the only 30-day return policy in the industry. ","1714 Franklin St. Suite 100 #239, Oakland CA 94612",37.8064028,-122.2680916,151-250,Clojure,,,
McKesson,,Healthcare,San Francisco,,1833.0,GitHub Repository,,True,,http://www.mckesson.com/,,,,,,McKesson is the oldest and largest healthcare company in the nation,"1 Post St, San Francisco, CA 94104",37.7887655,-122.4027468,,,,,
Medium,,Consumer Goods and Services,San Francisco,,2011.0,GitHub Repository,,True,,https://medium.com/,,,,,,a place to read and write big ideas and important stories,"799 Market St (4th St), San Francisco, CA 94102",37.776318,-122.3938476,,,,,
Medrio,,Healthcare,San Francisco,,2005.0,GitHub Repository,,True,,http://medrio.com/,,,,,,"Accelerate your research with the fastest, easiest, and most flexible eClinical tools","345 California St #325, San Francisco, CA 94104",37.7926185,-122.4004241,,,,,
Meltwater,,"B2B Software and Services,Analytics",San Francisco,,2001.0,GitHub Repository,,True,,https://www.meltwater.com/,,,,,,Meltwater is an analytics company that helps businesses improve their decision making practices.,"225 Bush St, San Francisco, CA 94104",37.790984,-122.401595,,,,,
Memebox,,Consumer Goods and Services,San Francisco,,2014.0,GitHub Repository,,True,,https://us.memebox.com/,,,,,Y Combinator,Shop our collection of innovative in-house K-Beauty brands and find inspiration through our beauty community.,"965 Mission St ste 180, San Francisco, CA 94103",37.7815192,-122.4076987,,,,,
MemSQL,,B2B Software and Services,San Francisco,,2011.0,GitHub Repository,,True,,http://www.memsql.com/,,,,,Y Combinator,MemSQL is an enterprise-scale database for real-time applications that benefit from transactions and analytics in a single platform,"534 Fourth Street, San Francisco, CA 94107",37.7787439,-122.3976728,,React.js,,,
Mende Design,,Marketing Agency,San Francisco,,2008.0,GitHub Repository,,True,,http://mendedesign.com/,,,,,,"MendeDesign is a creative firm that operates at the intersection of graphic design, visual research, and public art.","1211 Folsom St, San Francisco, CA 94103",37.7747102,-122.4100898,,,,,
Mesosphere,,"B2B Software and Services,AI",San Francisco,,2013.0,GitHub Repository,,True,,https://mesosphere.com/,,,,,,Automate hybrid cloud infrastructures to power IoT and data-driven applications.,"88 Stevenson St, San Francisco, CA 94105",37.789422,-122.4005472,,,,,
MessageBird,,B2B Software and Services,San Francisco,,2011.0,GitHub Repository,,True,,https://www.messagebird.com,,,,,Y Combinator,Customer communication is overcomplicated. We help you solve it.,"260 Townsend St #650, San Francisco, CA 94107",37.7782624,-122.3946484,,,,,
Method,,Development Agency,San Francisco,,1999.0,GitHub Repository,,True,,http://www.method.com/,,,,,,"We create value and impact through the design of meaningful brands, digital products, and service experiences","585 Howard St, San Francisco, CA 94105",37.7869078,-122.3974832,,,,,
Metric Insights,,"B2B Software and Services,Analytics",San Francisco,,2010.0,GitHub Repository,,True,,http://www.metricinsights.com/,,,,,,"Metric Insights enables leading organizations to empower their business users with timely, relevant and actionable data","123 10th St, San Francisco, CA 94103",37.7751043,-122.4152747,,,,,
Metromile,,"Consumer Goods and Services,Insurance",San Francisco,,2011.0,GitHub Repository,,True,,https://www.metromile.com/,,,,,,Car insurance based on how much you drive. Pay a low base rate then just pennies per mile.,"690 Folsom St Suite 200, San Francisco, CA 94107",37.7842107,-122.3989867,,,,,
Microsoft,,Consumer Goods and Services,San Francisco,,1974.0,GitHub Repository,,True,,https://www.microsoft.com/,,,,,,Our mission is to empower every person and every organization on the planet to achieve more.,"1355 Market St, San Francisco, CA 94103",37.7767687,-122.4166164,,,,,
Minted,,e-Commerce,San Francisco,,2007.0,GitHub Repository,,True,,https://www.minted.com/,,,,,,"At Minted, we love the idea that our products will find their way into your most personal celebrations, and we don't take that honor lightly. That's why we only use fine paper stock, rich inks, and crisp printing methods. We guess you could say that quality is an obsession for us. We stand behind our products with a 100% satisfaction guarantee. We are proud to offer a stunning and exclusive assortment of holiday cards, Christmas cards, and wedding invitations sourced through our global community of indie designers. Whether you're looking for non-photo or photo cards, modern or vintage designs, Minted allows you to customize a design to be uniquely yours.","747 Front St #200, San Francisco, CA 94111",37.7984598,-122.4002687,,React.js,,,
Mira,,"Healthcare,Hardware",East Bay,,2014.0,GitHub Repository,,True,,miracare.com,,,,,,The Mira fertility tracker helps you get pregnant faster through quantitative hormone analysis and personalized ovulation tracking.,"4637 Chabot Dr Suite 230, Pleasanton, CA 94588",37.6924388,-121.9006395,13-60,,,,
MissionU,,"Education,Workforce Training",San Francisco,,2016.0,GitHub Repository,,True,,https://www.missionu.com/,,,,,,MissionU is a one-year program that gives you the skills and experience needed to launch a successful career.,"466 Geary St Suite 401, San Francisco, CA 94102",37.787278,-122.4109238,,,,,
MitchelLake Group,,Recruiting Agency,San Francisco,,2001.0,GitHub Repository,,True,,https://www.mitchellake.com/,,,,,,"The MitchelLake Group: executive search, consulting and onsite recruitment solutions. for technology-driven innovation","821 Sansome St, San Francisco, CA 94111",37.7977471,-122.4022284,13-60,,,,
MixMax,,"B2B Software and Services,Analytics",San Francisco,,2014.0,GitHub Repository,,True,,https://mixmax.com/,,,,,,"Powerful analytics, automation, and enhancements for your outbound communications.","512 2nd St, San Francisco, CA 94107",37.7827092,-122.3935642,,React.js,,,
Mixpanel,,"B2B Software and Services,Analytics",San Francisco,,2009.0,GitHub Repository,,True,,https://mixpanel.com/,,,,,Y Combinator,"Acquire, engage, and retain with actionable user analytics.","405 Howard St, San Francisco, CA 94105",37.7885335,-122.3950688,,,,,
Mode Analytics,,"B2B Software and Services,Analytics",San Francisco,,2013.0,GitHub Repository,,True,,https://modeanalytics.com/,,,,,,Mode Analytics provides online services for analyzing data.,"208 Utah St #400, San Francisco, CA 94103",37.7669057,-122.4068881,,React.js,,,
Modis,,Recruiting Agency,San Francisco,,1986.0,GitHub Repository,,True,,modis.com,,,,,,"At Modis, we're excited to see the boundaries between IT and engineering","135 Main St Suite 1040, San Francisco, CA 94105",37.7915544,-122.3940953,5001-9999,,,,
Mondo,,Recruiting Agency,San Francisco,,2000.0,GitHub Repository,,True,,https://mondo.com/,,,,,,"Mondo is the largest national staffing agency specializing exclusively in high-end, niche IT, Tech, & Digital Marketing talent.","250 Montgomery St Suite 610, San Francisco, CA 94104",37.7916795,-122.4023486,251-499,,,,
MoogSoft,,"B2B Software and Services,Developer Tool,AI",San Francisco,,2011.0,GitHub Repository,,True,,https://www.moogsoft.com/,,,,,,"With patented AI analyzing billions of events daily across the world’s most complex IT environments, the Moogsoft AIOps platform helps the world’s top enterprises avoid outages, automate service assurance, and accelerate digital transformation initiatives. ","1265 Battery St, San Francisco, CA 94111",37.8028957,-122.4022539,61-150,,,,
Motionloft,,Analytics,San Francisco,,2010.0,GitHub Repository,,True,,motionloft.com,,,,,,"Motionloft computer vision provides people and vehicle analytics, offering solutions to cities, retailers, shopping malls and commercial real estate.","550 15th St, San Francisco, CA 94103",37.7673043,-122.4061422,13-60,,,,
MoveWith,,"Healthcare,Fitness",San Francisco,,2015.0,GitHub Repository,,True,,https://www.movewith.com/,,,,,,YOUR PERSONAL FITNESS COACH ON THE GO,"590 Howard St, San Francisco, CA 94105",37.7871705,-122.3981382,,,,,
Mozilla,,"Non-Profit,Developer Tool",San Francisco,,1998.0,GitHub Repository,,True,,https://www.mozilla.org/en-US/,,,,,,"Our mission is to ensure the Internet is a global public resource, open and accessible to all.","2 Harrison St #175, San Francisco, CA 94105",37.7894748,-122.3892934,,,,,
MuleSoft,,,San Francisco,,2006.0,GitHub Repository,,True,,mulesoft.com,,,,,,MuleSoft provides the most widely used integration platform (Mule ESB & CloudHub) for connecting SaaS & enterprise applications in the cloud and on-premise.,"415 Mission St, San Francisco, CA 94105",37.7898162,-122.3969054,,,Marketo,,
Mux,,"B2B Software and Services,Video",San Francisco,,2015.0,GitHub Repository,,True,,https://mux.com/,,,,,,"Mux Video is an API to video hosting and streaming, powered by data and designed by video experts to make beautiful video possible for every development team.","1182 Market St. Suite 425, San Francisco, CA 94102",37.7792245,-122.414381,,,,,
MyFitnessPal,,Fitness,San Francisco,,2005.0,GitHub Repository,,True,,https://www.myfitnesspal.com/,,,,,,Free online calorie counter and diet plan. Lose weight by tracking your caloric intake quickly and easily. Find nutrition facts for over 2000000 foods.,"525 Brannan St, San Francisco, CA 94107",37.7775028,-122.3970603,,,Marketo,,
Mynd,,,East Bay,,2016.0,GitHub Repository,,True,,mynd.co,,,,,,"You can rely on us for modern property management, including fast leasing, data and insights, as well as multi-channel communication. Get peace of Mynd.","1611 Telegraph Ave #1200, Oakland, CA 94612",37.8063737,-122.2706835,61-150,,,,
Namely,,"B2B Software and Services,Employee Engagement,Employee Benefits",San Francisco,,2012.0,GitHub Repository,,True,,https://www.namely.com/,,,,,,HR has the power to transform company culture and advocate for data-driven decisions. Namely helps you do just that.,"575 Market St, San Francisco, CA 94105",37.7895508,-122.4003129,,,,,
Narvar,,"e-Commerce,Logistics",San Francisco,,2012.0,GitHub Repository,,True,,https://corp.narvar.com/,,,,,,Narvar helps retailers champion their customers at every step of the journey.,"50 Beale St 7th floor, San Francisco, CA 94105",37.7911385,-122.3960668,251-499,,,,
Naytev,,"Consumer Media,B2B Software and Services",San Francisco,,2014.0,GitHub Repository,,True,,https://www.naytev.com/,,,,,,The secret weapon for Facebook and Instagram A/B Testing,"322 6th Street Suite 13, San Francisco, CA 94103",37.77795,-122.4054166,,,,,
Nelson Staffing ,,Recruiting Agency,San Francisco,,1970.0,GitHub Repository,,True,,https://nelsonjobs.com/,,,,,,That's where Nelson's recruiting services come in. ... Engineering Temporary Staffing and Direct Hire Solutions ... Do More with Nelson Employment Services.,"595 Market St #1275, San Francisco, CA 94104",37.7892151,-122.4007997,500-999,,,,
NepFin,,Financial Technology and Services,San Francisco,,2017.0,GitHub Repository,,True,,https://www.nepfin.com/,,,,,,NepFin is founded on the belief that there is a better way to provide capital to the businesses that provide for America.,"600 Montgomery St Suite 260, San Francisco, CA 94111",37.7951844,-122.4027639,,,,,
Nerd Wallet,,,San Francisco,,2009.0,GitHub Repository,,True,,https://www.nerdwallet.com/,,,,,,"Millions of people turn to the Nerds to find the best credit cards, up their credit score, land the perfect mortgage and so much more. ","875 Stevenson St, San Francisco, CA 94103",37.7763634,-122.4163312,,React.js,,,
Netlify,,Developer Tool,San Francisco,,2014.0,GitHub Repository,,True,,https://www.netlify.com/,,,,,,"Deploy modern static websites with Netlify. Get CDN, Continuous deployment, 1-click HTTPS, and all the services you need. Get started for free.","2325 3rd St Suite 215, San Francisco, CA 94107",37.760272,-122.3880977,,,,,
New Relic,,"B2B Software and Services,Developer Tool,Analytics",San Francisco,,2008.0,GitHub Repository,,True,,https://newrelic.com,,,,,,Get the real-time insights that your software-driven business needs to innovate faster.,"188 Spear St, San Francisco, CA 94105",37.7914448,-122.3929672,,,Marketo,,
Newfront Insurance,,Insurance,San Francisco,,2017.0,GitHub Repository,,True,,https://www.newfrontinsurance.com/,,,,,,The modern insurance brokerage that combines excellent service and streamlined technology.,"101 2nd St #525, San Francisco, CA 94105",37.7881167,-122.3992098,,,,,
Nextdoor,,,San Francisco,,2010.0,GitHub Repository,,True,,nextdoor.com,,,,,,Nextdoor is the free private social network for your neighborhood community.,"875 Stevenson St #700, San Francisco, CA 94103",37.7763634,-122.4163312,,,Marketo,,
NexTravel,,"B2B Software and Services,Hospitality",San Francisco,,2013.0,GitHub Repository,,True,,https://www.nextravel.com/,,,,,,Business travel platform to book and manage travel for employees,"221 Kearny St Suite 500, San Francisco, CA 94108",37.790169,-122.4041712,,,,,
Neyborly,,Coworking,San Francisco,,2015.0,GitHub Repository,,True,,https://www.neyborly.com/,,,,,,"We strive to create vibrant and unique venues for events, meetings, parties, and popups","590 Sutter St, San Francisco, CA 94102",37.7891372,-122.4100809,,,,,
NinjaRMM,,B2B Software and Services,San Francisco,,2014.0,GitHub Repository,,True,,https://ninjarmm.com/,,,,,,Turbocharge your IT stack with the best Remote Monitoring and Management platform,"657 Mission St, San Francisco, CA 94105",37.7867076,-122.400844,,,,,
No Means No Worldwide,,Non-Profit,San Francisco,,2006.0,GitHub Repository,,True,,https://www.nomeansnoworldwide.org/,,,,,,CREATE A RAPE FREE WORLD,"921 Front St #204, San Francisco, CA 94111",37.799885,-122.4004793,,,,,
NoRedInk,,Education,San Francisco,,2012.0,GitHub Repository,,True,,https://www.noredink.com/,,,,,,"NoRedInk builds stronger writers through interest-based curriculum, adaptive exercises, and actionable data.","118 2nd Street 3rd Floor, San Francisco, CA 94105",37.7875935,-122.3996856,,React.js,,,
Notable Labs,,Healthcare,San Francisco,,2014.0,GitHub Repository,,True,,https://www.notablelabs.com/,,,,,,Notable Labs is a drug testing service to help oncologists identify actionable treatment options for people with blood cancers.,"665 3rd St, San Francisco, CA 94107",37.7795006,-122.393038,,,,,
Nova Credit,,"Financial Technology and Services,Consumer Loans",San Francisco,,2015.0,GitHub Repository,,True,,http://neednova.com/,,,,,,Unlock millions of newcomer thin-file consumers by retrieving international credit data. More data. Better decisions. Drive incremental customer acquisitions.,"2 Mint Plaza, San Francisco, CA 94103",37.783128,-122.4077633,,,,,
npm Inc,,"B2B Software and Services,Non-Profit",East Bay,,2014.0,GitHub Repository,,True,,https://www.npmjs.com/,,,,,,npm is the package manager for JavaScript and the world’s largest software registry. Discover packages of reusable code — and assemble them in powerful new ways.,"1999 Harrison St #1150, Oakland, CA 94612",37.8078456,-122.2650786,,,,,
Nuna,,Healthcare,San Francisco,,2010.0,GitHub Repository,,True,,https://www.nuna.com,,,,,,"Our technology, data, and analytics solutions help healthcare payers and providers get the answers they need to make quality care more affordable for millions of people.","650 Townsend St Suite 425, San Francisco, CA 94103",37.7710325,-122.4033069,,,,,
Nylas,,B2B Software and Services,San Francisco,,2013.0,GitHub Repository,,True,,https://www.nylas.com/,,,,,,"The Nylas APIs power applications with email, calendar, and contacts sync from any inbox in the world.ove","695 Minna St, San Francisco, CA 94103",37.7770619,-122.4123798,,,,,
Oath,,"Consumer Media,Marketing,Advertising",San Francisco,,2017.0,GitHub Repository,,True,,https://www.oath.com,,,,,,Reach more than a billion people (a Verizon company),"110 5th Street Suite 200, San Francisco, CA 94123",37.7818878,-122.4061554,,React.js,,,
Odopod,,Development Agency,San Francisco,,2000.0,GitHub Repository,,True,,https://www.odopod.com/,,,,,,"Hi, we’re Odopod — a digital design agency.","391 Grove St, San Francisco, CA 94102",37.7777611,-122.4228607,,,,,
Okta,,B2B Software and Services,San Francisco,,2009.0,GitHub Repository,,True,,https://www.okta.com/,,,,,,The Okta Identity Cloud is the foundation for secure connections between people and technology.,"301 Brannan St, San Francisco, CA 94107",37.781405,-122.3921786,,,Marketo,,
OneLogin,,B2B Software and Services,San Francisco,,2010.0,GitHub Repository,,True,,https://www.onelogin.com/,,,,,,Unified Access Management for All of Your Apps,"100 California St #900, San Francisco, CA 94111",37.7940042,-122.3980029,,,Marketo,,
