Company,Total_Employees,Industry,Website,Funding_Date,Funding_Type,Extraction_Time,Page
Scritch,2,veterinary,http://www.joinscritch.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
nCompass Technologies,2,research,http://www.ncompass.tech,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
Trieve,6,0,http://www.trieve.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
DryMerge,2,information technology & services,http://www.drymerge.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
Permiso Security,42,computer & network security,http://www.permiso.io,3-Apr-24,Series A,2025-04-14 03:29:34,40
Mango Health,2,hospital & health care,http://www.try-mango.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
ion design,3,information technology & services,http://www.ion.design,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
Numo,4,0,http://www.numohq.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
Celest,2,information technology & services,http://www.celest.dev,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
Higgsfield,10,0,http://www.higgsfield.ai,3-Apr-24,Seed,2025-04-14 03:29:34,40
OpenFoundry,2,information technology & services,http://www.openfoundry.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
Arch0,0,computer & network security,http://www.arch0.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
Trellis,2,information technology & services,http://www.usetrellis.co,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
PointOne Technologies,3,legal services,http://www.pointone.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
Attunement,1,mental health care,http://www.attunement.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:34,40
ego,7,0,http://www.ego.live,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Retell AI,7,0,http://www.retellai.com,3-Apr-24,Seed,2025-04-14 03:29:42,41
Paradigm,5,0,http://www.tryparadigm.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
SiftHub,13,0,http://www.sifthub.io,3-Apr-24,Seed,2025-04-14 03:29:42,41
Atopile,3,information technology & services,http://www.atopile.io,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Hemingway,4,information technology & services,http://www.hemingwayai.co,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
MAIHEM,4,information technology & services,http://www.maihem.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Airfront,2,information technology & services,http://www.airfront.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Maia,6,information technology & services,http://www.ourmaia.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Nuanced,2,0,http://www.nuanced.dev,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Lantern,3,information technology & services,http://www.lantern.dev,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Patchwork,3,0,http://www.atpatchwork.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Roe AI,2,information technology & services,http://www.roe-ai.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Creo,2,information technology & services,http://www.trycreo.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Precip,2,0,http://www.precip.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
CloudCruise,3,information technology & services,http://www.cloudcruise.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Intercept,2,food & beverages,http://www.tryintercept.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Duckie,3,information technology & services,http://www.duckie.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Swift,2,0,http://www.joinswift.app,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Resonance,2,information technology & services,http://www.useresonance.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:42,41
Yondu,1,0,http://www.yonduai.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Ecliptor,2,0,http://www.ecliptor.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Assembly,3,information technology & services,http://www.askassembly.app,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Parasale,2,0,http://www.parasale.io,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
PartnerHQ,2,information technology & services,http://www.trypartnerhq.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Kabilah,2,hospital & health care,http://www.kabilah.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Relari,2,information technology & services,http://www.relari.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Momentic,6,information technology & services,http://www.momentic.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Glimmer,2,information technology & services,http://www.withglimmer.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Homebase,950,information technology & services,http://www.joinhomebase.com,3-Apr-24,Series D,2025-04-14 03:29:50,42
Centralize,2,0,http://www.usecentralize.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Aidy,3,0,http://www.aidygrants.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Buster,10,information technology & services,http://www.buster.so,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
Meticulate,2,information technology & services,http://www.meticulate.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:50,42
RadMate AI,2,hospital & health care,http://www.radmate.ai,3-Apr-24,Pre-Seed,2025-04-14 03:29:51,42
Quantic,2,marketing & advertising,http://www.quantichq.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:51,42
Okapi,5,information technology & services,http://www.okapicrm.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:51,42
Aether Energy,7,information technology & services,http://www.aetherenergie.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:51,42
Decipher AI,2,information technology & services,http://www.getdecipher.com,3-Apr-24,Pre-Seed,2025-04-14 03:29:51,42
Modal.io,200,e-learning,http://www.modallearning.com,2-Apr-24,Series A,2025-04-14 03:29:51,42
BurnBot,19,environmental services,http://www.burnbot.com,2-Apr-24,Series A,2025-04-14 03:29:58,43
HelicitySpace,8,aviation & aerospace,http://www.helicityspace.com,2-Apr-24,Venture - Series Unknown,2025-04-14 03:29:58,43
SESO,110,farming,http://www.sesolabor.com,2-Apr-24,Series B,2025-04-14 03:29:58,43
Lumana,35,information technology & services,http://www.lumana.ai,2-Apr-24,Seed,2025-04-14 03:29:58,43
Delivery Collective,1,information technology & services,http://www.deliverycollective.com,2-Apr-24,Seed,2025-04-14 03:29:58,43
Meedan,30,information technology & services,http://www.meedan.com,2-Apr-24,Grant,2025-04-14 03:29:58,43
NobleAI,49,information technology & services,http://www.noble.ai,2-Apr-24,Series A,2025-04-14 03:29:58,43
Allermi,16,"health, wellness & fitness",http://www.allermi.com,1-Apr-24,Series A,2025-04-14 03:29:58,43
BioConsortia,50,research,http://www.bioconsortia.com,1-Apr-24,Venture - Series Unknown,2025-04-14 03:29:58,43
Skyflow,140,information technology & services,http://www.skyflow.com,28-Mar-24,Series B,2025-04-14 03:29:58,43
Vizcom,25,design,http://www.vizcom.ai,28-Mar-24,Series A,2025-04-14 03:29:58,43
Float Health,51,hospital & health care,http://www.float.health,28-Mar-24,Series A,2025-04-14 03:29:58,43
Spintly,96,information technology & services,http://www.spintly.com,28-Mar-24,Seed,2025-04-14 03:29:58,43
Aeovian Pharmaceuticals,8,research,http://www.aeovian.com,28-Mar-24,Series A,2025-04-14 03:29:58,43
ValidMind,25,information technology & services,http://www.validmind.com,27-Mar-24,Seed,2025-04-14 03:29:58,43
Ensis,8,information technology & services,http://www.ensis.ai,27-Mar-24,Seed,2025-04-14 03:29:58,43
YourChoice Therapeutics,4,research,http://www.yourchoicetx.com,27-Mar-24,Grant,2025-04-14 03:29:58,43
TurbineOne,18,defense & space,http://www.turbineone.com,27-Mar-24,Series A,2025-04-14 03:29:58,43
JobPixel,13,information technology & services,http://www.jobpixel.com,27-Mar-24,Seed,2025-04-14 03:29:58,43
OneNotary,22,information technology & services,http://www.onenotary.us,26-Mar-24,Series A,2025-04-14 03:29:58,43
Fieldguide,73,information technology & services,http://www.fieldguide.io,26-Mar-24,Series B,2025-04-14 03:30:05,44
Brightside Health,350,mental health care,http://www.brightside.com,26-Mar-24,Series C,2025-04-14 03:30:05,44
Picogrid,19,0,http://www.picogrid.com,26-Mar-24,Venture - Series Unknown,2025-04-14 03:30:05,44
OpenPipe,3,information technology & services,http://www.openpipe.ai,26-Mar-24,Seed,2025-04-14 03:30:05,44
ionobell,6,research,http://www.ionobell.com,26-Mar-24,Seed,2025-04-14 03:30:05,44
Activeloop,29,information technology & services,http://www.activeloop.ai,26-Mar-24,Series A,2025-04-14 03:30:06,44
Bedrock Security,22,information technology & services,http://www.bedrock.security,26-Mar-24,Seed,2025-04-14 03:30:06,44
Charlee.ai,40,information technology & services,http://www.charlee.ai,25-Mar-24,Seed,2025-04-14 03:30:06,44
Propel,11,0,http://www.propeldata.com,25-Mar-24,Seed,2025-04-14 03:30:06,44
Circular.co,12,logistics & supply chain,http://www.circular.co,25-Mar-24,Seed,2025-04-14 03:30:06,44
Profluent Bio,19,research,http://www.profluent.bio,21-Mar-24,Series A,2025-04-14 03:30:06,44
Espresso Systems,32,information technology & services,http://www.espressosys.com,21-Mar-24,Series B,2025-04-14 03:30:06,44
Ediphi,18,construction,http://www.ediphi.com,21-Mar-24,Series A,2025-04-14 03:30:06,44
Foundry,27,0,http://www.mlfoundry.com,21-Mar-24,Series A,2025-04-14 03:30:06,44
Tarsal,12,computer & network security,http://www.tarsal.co,21-Mar-24,Seed,2025-04-14 03:30:06,44
Buzz Solutions,27,utilities,http://www.buzzsolutions.co,20-Mar-24,Venture - Series Unknown,2025-04-14 03:30:06,44
Airmyne,22,environmental services,http://www.airmyne.com,20-Mar-24,Seed,2025-04-14 03:30:06,44
Mermaid Chart,7,information technology & services,http://www.mermaidchart.com,20-Mar-24,Seed,2025-04-14 03:30:06,44
Euno,0,information technology & services,http://www.euno.ai,19-Mar-24,Seed,2025-04-14 03:30:06,44
RapidFire AI,0,0,http://www.rapidfire.ai,19-Mar-24,Seed,2025-04-14 03:30:06,44
EKA Solutions,18,logistics & supply chain,http://www.go-eka.com,19-Mar-24,Venture - Series Unknown,2025-04-14 03:30:13,45
Lumino,2,0,http://www.luminolabs.ai,19-Mar-24,Pre-Seed,2025-04-14 03:30:13,45
Chambr,3,information technology & services,http://www.chambr.us,18-Mar-24,Pre-Seed,2025-04-14 03:30:13,45
Carbonated,22,computer games,http://www.carbonated.com,15-Mar-24,Series A,2025-04-14 03:30:13,45
Unstructured Technologies,50,information technology & services,http://www.unstructured.io,14-Mar-24,Series B,2025-04-14 03:30:13,45
Omni,220,information technology & services,http://www.omni.co,14-Mar-24,Venture - Series Unknown,2025-04-14 03:30:13,45
inDrive,5700,information technology & services,http://www.indrive.com,14-Mar-24,Debt Financing,2025-04-14 03:30:13,45
Lily AI,140,information technology & services,http://www.lily.ai,14-Mar-24,Series B,2025-04-14 03:30:13,45
Horizon Treatment Services,19,mental health care,http://www.horizonservices.org,14-Mar-24,Grant,2025-04-14 03:30:13,45
Vertosa,27,wholesale,http://www.vertosa.com,14-Mar-24,Venture - Series Unknown,2025-04-14 03:30:13,45
Clique,15,information technology & services,http://www.clique.tech,14-Mar-24,Series A,2025-04-14 03:30:13,45
Sierra Gold Nurseries,47,farming,http://www.sierragoldtrees.com,14-Mar-24,Undisclosed,2025-04-14 03:30:13,45
Orbillion Bio,17,research,http://www.orbillion.com,14-Mar-24,Venture - Series Unknown,2025-04-14 03:30:13,45
Redcoat AI,3,computer & network security,http://www.redcoat.ai,14-Mar-24,Seed,2025-04-14 03:30:13,45
Assort Health,11,0,http://www.assorthealth.com,14-Mar-24,Seed,2025-04-14 03:30:13,45
Deep Origin,21,research,http://www.deeporigin.com,13-Mar-24,Venture - Series Unknown,2025-04-14 03:30:13,45
LiveKit,23,0,http://www.livekit.io,13-Mar-24,Venture - Series Unknown,2025-04-14 03:30:13,45
Voxeleron,4,information technology & services,http://www.voxeleron.com,13-Mar-24,Undisclosed,2025-04-14 03:30:13,45
Nozomi Networks,270,computer & network security,http://www.nozominetworks.com,13-Mar-24,Series E,2025-04-14 03:30:13,45
Fermat Commerce,40,0,http://www.fermatcommerce.com,13-Mar-24,Series A,2025-04-14 03:30:13,45
Astronuts,3,information technology & services,http://www.astronuts.io,13-Mar-24,Pre-Seed,2025-04-14 03:30:21,46
eDNA Explorer,1,research,http://www.ednaexplorer.org,13-Mar-24,Pre-Seed,2025-04-14 03:30:21,46
Big Sur AI,9,0,http://www.bigsur.ai,13-Mar-24,Seed,2025-04-14 03:30:21,46
HalseyPoint Asset Management,12,financial services,http://www.halseypoint.com,13-Mar-24,Private Equity,2025-04-14 03:30:21,46
Luminary Cloud,87,information technology & services,http://www.luminarycloud.com,13-Mar-24,Venture - Series Unknown,2025-04-14 03:30:21,46
Furno,6,0,http://www.furno.com,13-Mar-24,Seed,2025-04-14 03:30:21,46
Smartschool,15,education management,http://www.joinsmartschool.com,13-Mar-24,Pre-Seed,2025-04-14 03:30:21,46
NanoNets,160,information technology & services,http://www.nanonets.com,12-Mar-24,Series B,2025-04-14 03:30:21,46
Amara Organic Foods,9,food & beverages,http://www.amaraorganicfoods.com,12-Mar-24,Series B,2025-04-14 03:30:21,46
Vouch,210,insurance,http://www.vouch.us,11-Mar-24,Series C,2025-04-14 03:30:21,46
Forest Neurotech,11,research,http://www.forestneurotech.org,11-Mar-24,Grant,2025-04-14 03:30:21,46
Applied Intuition,500,information technology & services,http://www.appliedintuition.com,11-Mar-24,Series E,2025-04-14 03:30:21,46
Bear Robotics,220,information technology & services,http://www.bearrobotics.ai,11-Mar-24,Series C,2025-04-14 03:30:21,46
Key,1,computer software,http://www.key.ai,11-Mar-24,Seed,2025-04-14 03:30:21,46
Eigen Therapeutics,9,research,http://www.eigentx.com,11-Mar-24,Venture - Series Unknown,2025-04-14 03:30:21,46
RealSeq Biosciences,13,research,http://www.realseqbiosciences.com,11-Mar-24,Seed,2025-04-14 03:30:21,46
Eclipse,18,information technology & services,http://www.eclipse.xyz,11-Mar-24,Series A,2025-04-14 03:30:21,46
Foundation Health,5,0,http://www.foundationhealth.com,11-Mar-24,Seed,2025-04-14 03:30:21,46
Huski.ai,6,information technology & services,http://www.huski.ai,8-Mar-24,Seed,2025-04-14 03:30:21,46
Ondas Networks,33,wireless,http://www.ondas.com,8-Mar-24,Venture - Series Unknown,2025-04-14 03:30:21,46
NeuroAge Therapeutics,8,research,http://www.neuroagetx.com,7-Mar-24,Grant,2025-04-14 03:30:29,47
Neural Propulsion Systems,24,computer hardware,http://www.nps.ai,7-Mar-24,Series B,2025-04-14 03:30:29,47
Best Day Brewing,26,food & beverages,http://www.bestdaybrewing.com,7-Mar-24,Venture - Series Unknown,2025-04-14 03:30:29,47
Reach Security,15,computer & network security,http://www.reach.security,7-Mar-24,Series A,2025-04-14 03:30:29,47
Brevian,4,0,http://www.brevian.ai,7-Mar-24,Seed,2025-04-14 03:30:29,47
Alumis,98,research,http://www.alumis.com,6-Mar-24,Series C,2025-04-14 03:30:29,47
Abstract,18,information technology & services,http://www.abstract.us,6-Mar-24,Seed,2025-04-14 03:30:29,47
Altro (fka Perch),280,financial services,http://www.altro.io,6-Mar-24,Undisclosed,2025-04-14 03:30:29,47
Remofirst,80,0,http://www.remofirst.com,6-Mar-24,Series A,2025-04-14 03:30:29,47
Proof of Impact,25,information technology & services,http://www.proof.io,6-Mar-24,Seed,2025-04-14 03:30:29,47
Firewall,4,0,http://www.usefirewall.com,6-Mar-24,Pre-Seed,2025-04-14 03:30:29,47
Glacier,52,semiconductors,http://www.endwaste.io,6-Mar-24,Venture - Series Unknown,2025-04-14 03:30:29,47
Jabali,2,information technology & services,http://www.jabali.ai,6-Mar-24,Seed,2025-04-14 03:30:29,47
Dtex Systems,130,information technology & services,http://www.dtexsystems.com,5-Mar-24,Series E,2025-04-14 03:30:29,47
Ubicloud,8,information technology & services,http://www.ubicloud.com,5-Mar-24,Seed,2025-04-14 03:30:29,47
Openprise,120,information technology & services,http://www.openprisetech.com,5-Mar-24,Series B,2025-04-14 03:30:29,47
appCD,20,0,http://www.appcd.com,5-Mar-24,Seed,2025-04-14 03:30:29,47
RIOS,39,industrial automation,http://www.rios.ai,5-Mar-24,Series B,2025-04-14 03:30:29,47
Baseten,26,information technology & services,http://www.baseten.co,4-Mar-24,Series B,2025-04-14 03:30:30,47
GALY,70,research,http://www.galy.co,4-Mar-24,Venture - Series Unknown,2025-04-14 03:30:30,47
Headlands Research,120,research,http://www.headlandsresearch.com,4-Mar-24,Venture - Series Unknown,2025-04-14 03:30:37,48
treet,32,retail,http://www.treet.co,4-Mar-24,Series A,2025-04-14 03:30:37,48
Entrada,6,information technology & services,http://www.entrada.ai,4-Mar-24,Seed,2025-04-14 03:30:37,48
Momentous,40,"health, wellness & fitness",http://www.livemomentous.com,29-Feb-24,Private Equity,2025-04-14 03:30:37,48
FirstHive,110,information technology & services,http://www.firsthive.com,29-Feb-24,Venture - Series Unknown,2025-04-14 03:30:37,48
Elemeno Health,62,hospital & health care,http://www.elemenohealth.com,29-Feb-24,Venture - Series Unknown,2025-04-14 03:30:37,48
PawCo Foods,12,food production,http://www.mypawco.com,29-Feb-24,Seed,2025-04-14 03:30:37,48
BioCorRx,6,pharmaceuticals,http://www.biocorrx.com,28-Feb-24,Grant,2025-04-14 03:30:37,48
Range Energy,33,automotive,http://www.range.energy,28-Feb-24,Venture - Series Unknown,2025-04-14 03:30:37,48
BloomTech,370,e-learning,http://www.bloomtech.com,28-Feb-24,Venture - Series Unknown,2025-04-14 03:30:37,48
Backpack,17,information technology & services,http://www.backpack.exchange,28-Feb-24,Series A,2025-04-14 03:30:37,48
Mineprism Inc.,4,mining & metals,http://www.mineprism.com,28-Feb-24,Seed,2025-04-14 03:30:37,48
Parspec,38,information technology & services,http://www.parspec.io,27-Feb-24,Seed,2025-04-14 03:30:37,48
Catch+Release,86,marketing & advertising,http://www.catchandrelease.com,27-Feb-24,Venture - Series Unknown,2025-04-14 03:30:37,48
MoneyHash,29,financial services,http://www.moneyhash.io,27-Feb-24,Seed,2025-04-14 03:30:37,48
Reo.Dev,14,information technology & services,http://www.reo.dev,27-Feb-24,Pre-Seed,2025-04-14 03:30:37,48
Campfire,7,information technology & services,http://www.meetcampfire.com,27-Feb-24,Seed,2025-04-14 03:30:37,48
Axiom Cloud,45,information technology & services,http://www.axiomcloud.ai,27-Feb-24,Venture - Series Unknown,2025-04-14 03:30:37,48
Inkitt,200,entertainment,http://www.inkitt.com,27-Feb-24,Series C,2025-04-14 03:30:37,48
EPRI,2100,utilities,http://www.epri.com,26-Feb-24,Grant,2025-04-14 03:30:37,48
Alamar Biosciences,91,research,http://www.alamarbio.com,26-Feb-24,Series C,2025-04-14 03:30:44,49
FlowGPT,22,information services,http://www.flowgpt.com,26-Feb-24,Seed,2025-04-14 03:30:45,49
mTAB,90,market research,http://www.mtab.com,26-Feb-24,Debt Financing,2025-04-14 03:30:45,49
InsightRX,29,hospital & health care,http://www.insight-rx.com,23-Feb-24,Venture - Series Unknown,2025-04-14 03:30:45,49
Elve,22,telecommunications,http://www.elvespeed.com,22-Feb-24,Series A,2025-04-14 03:30:45,49
PermitFlow,25,information technology & services,http://www.permitflow.com,21-Feb-24,Series A,2025-04-14 03:30:45,49
Jamix,5,0,http://www.jamix.ai,21-Feb-24,Pre-Seed,2025-04-14 03:30:45,49
Hadrian,110,defense & space,http://www.hadrian.co,21-Feb-24,Series B,2025-04-14 03:30:45,49
Empowerly,110,e-learning,http://www.empowerly.com,21-Feb-24,Venture - Series Unknown,2025-04-14 03:30:45,49
Orkes,37,information technology & services,http://www.orkes.io,21-Feb-24,Series A,2025-04-14 03:30:45,49
Power Life Science,150,pharmaceuticals,http://www.withpower.com,21-Feb-24,Series A,2025-04-14 03:30:45,49
ElastiFlow,24,information technology & services,http://www.elastiflow.com,21-Feb-24,Seed,2025-04-14 03:30:45,49
NodeShift,9,0,http://www.nodeshift.com,21-Feb-24,Seed,2025-04-14 03:30:45,49
VectorShift,5,information technology & services,http://www.vectorshift.ai,21-Feb-24,Seed,2025-04-14 03:30:45,49
Blue Wire,69,media production,http://www.bluewirepods.com,20-Feb-24,Venture - Series Unknown,2025-04-14 03:30:45,49
Zonexus,5,research,http://www.zonexus.com,20-Feb-24,Grant,2025-04-14 03:30:45,49
Recogni,85,computer hardware,http://www.recogni.com,20-Feb-24,Series C,2025-04-14 03:30:45,49
HighRI Optics,3,nanotechnology,http://www.highrioptics.com,20-Feb-24,Grant,2025-04-14 03:30:45,49
Arini,0,0,http://www.arini.ai,19-Feb-24,Pre-Seed,2025-04-14 03:30:45,49
Alembic,30,information technology & services,http://www.getalembic.com,15-Feb-24,Series A,2025-04-14 03:30:45,49
Scribe,150,information technology & services,http://www.scribehow.com,15-Feb-24,Series B,2025-04-14 03:30:53,50
Freenome,540,research,http://www.freenome.com,15-Feb-24,Series E,2025-04-14 03:30:53,50
Guardrails AI,7,information technology & services,http://www.guardrailsai.com,15-Feb-24,Seed,2025-04-14 03:30:53,50
Zocks,18,information technology & services,http://www.zocks.io,15-Feb-24,Seed,2025-04-14 03:30:53,50
LangChain,24,0,http://www.langchain.com,15-Feb-24,Series A,2025-04-14 03:30:53,50
testRigor,82,information technology & services,http://www.testrigor.com,15-Feb-24,Seed,2025-04-14 03:30:53,50
Kairos Aerospace,110,oil & energy,http://www.kairosaerospace.com,15-Feb-24,Series D,2025-04-14 03:30:53,50
Sanitas AI,2,information technology & services,http://www.sanitas.ai,15-Feb-24,Angel,2025-04-14 03:30:53,50
cPacket Networks,130,information technology & services,http://www.cpacket.com,14-Feb-24,Venture - Series Unknown,2025-04-14 03:30:53,50
Artie,7,information technology & services,http://www.artie.so,14-Feb-24,Seed,2025-04-14 03:30:53,50
SkyOne Federal Credit Union,120,financial services,http://www.skyone.org,14-Feb-24,Debt Financing,2025-04-14 03:30:53,50
Hippo Harvest,18,farming,http://www.hippoharvest.com,14-Feb-24,Series B,2025-04-14 03:30:53,50
Planette,4,0,http://www.planette.ai,14-Feb-24,Seed,2025-04-14 03:30:53,50
Rasa,110,information technology & services,http://www.rasa.com,14-Feb-24,Series C,2025-04-14 03:30:53,50
Meter,78,information technology & services,http://www.meter.com,13-Feb-24,Venture - Series Unknown,2025-04-14 03:30:53,50
Skylo,72,telecommunications,http://www.skylo.tech,13-Feb-24,Series C,2025-04-14 03:30:53,50
Mindy,13,information technology & services,http://www.mindy.com,13-Feb-24,Seed,2025-04-14 03:30:53,50
Savor,43,food production,http://www.savor.it,13-Feb-24,Series A,2025-04-14 03:30:53,50
Camus Energy,39,information technology & services,http://www.camus.energy,13-Feb-24,Series A,2025-04-14 03:30:53,50
Chalk,16,information technology & services,http://www.chalk.ai,13-Feb-24,Seed,2025-04-14 03:30:53,50
SocialCoach,14,marketing & advertising,http://www.socialcoach.io,13-Feb-24,Seed,2025-04-14 03:31:00,51
Motif Analytics,9,information technology & services,http://www.motifanalytics.com,12-Feb-24,Seed,2025-04-14 03:31:00,51
Heliux,3,information technology & services,http://www.heliux.com,12-Feb-24,Undisclosed,2025-04-14 03:31:00,51
Lilac Solutions,250,mining & metals,http://www.lilacsolutions.com,12-Feb-24,Series C,2025-04-14 03:31:00,51
Magic,24,information technology & services,http://www.magic.dev,12-Feb-24,Venture - Series Unknown,2025-04-14 03:31:00,51
LeoLabs,100,defense & space,http://www.leolabs.space,12-Feb-24,Venture - Series Unknown,2025-04-14 03:31:00,51
Modern Treasury,180,0,http://www.moderntreasury.com,10-Feb-24,Angel,2025-04-14 03:31:00,51
THINKIN,11,0,http://www.getthinkin.com,9-Feb-24,Pre-Seed,2025-04-14 03:31:00,51
Unlearn.AI,85,research,http://www.unlearn.ai,8-Feb-24,Series C,2025-04-14 03:31:00,51
Handle,32,information technology & services,http://www.handle.com,8-Feb-24,Venture - Series Unknown,2025-04-14 03:31:00,51
Partners Capital,370,financial services,http://www.partners-cap.com,8-Feb-24,Private Equity,2025-04-14 03:31:00,51
Vocode,7,0,http://www.vocode.dev,8-Feb-24,Seed,2025-04-14 03:31:00,51
brd BOT,1,0,http://www.brdbot.com,8-Feb-24,Grant,2025-04-14 03:31:00,51
FuzzLand,10,information technology & services,http://www.fuzz.land,8-Feb-24,Seed,2025-04-14 03:31:00,51
Overflow,54,financial services,http://www.overflow.co,7-Feb-24,Series B,2025-04-14 03:31:00,51
Polycam,22,information technology & services,http://www.poly.cam,7-Feb-24,Series A,2025-04-14 03:31:00,51
Simplify,48,information technology & services,http://www.simplify.jobs,7-Feb-24,Seed,2025-04-14 03:31:00,51
OutSail Shipping,5,maritime,http://www.outsail.com,7-Feb-24,Pre-Seed,2025-04-14 03:31:00,51
Upstock,52,information technology & services,http://www.upstock.io,7-Feb-24,Seed,2025-04-14 03:31:00,51
Shepherd,26,insurance,http://www.withshepherd.com,7-Feb-24,Series A,2025-04-14 03:31:00,51
ZEDEDA,110,information technology & services,http://www.zededa.com,7-Feb-24,Series C,2025-04-14 03:31:08,52
Aizon,110,information technology & services,http://www.aizon.ai,7-Feb-24,Series C,2025-04-14 03:31:08,52
Attralus,30,research,http://www.attralus.com,6-Feb-24,Series B,2025-04-14 03:31:08,52
Jam,12,0,http://www.jam.dev,6-Feb-24,Series A,2025-04-14 03:31:08,52
Ambience Healthcare,36,hospital & health care,http://www.ambiencehealthcare.com,6-Feb-24,Series B,2025-04-14 03:31:08,52
Starship Technologies,450,consumer services,http://www.starship.xyz,5-Feb-24,Venture - Series Unknown,2025-04-14 03:31:08,52
Rigetti Computing,140,information technology & services,http://www.rigetti.com,5-Feb-24,Grant,2025-04-14 03:31:08,52
LightBeam.ai,44,information technology & services,http://www.lightbeam.ai,1-Feb-24,Series A,2025-04-14 03:31:08,52
Artera,93,hospital & health care,http://www.artera.ai,1-Feb-24,Venture - Series Unknown,2025-04-14 03:31:08,52
Watershed,390,information technology & services,http://www.watershed.com,1-Feb-24,Series C,2025-04-14 03:31:08,52
CARPL.ai,46,medical devices,http://www.carpl.ai,1-Feb-24,Venture - Series Unknown,2025-04-14 03:31:08,52
Coris,8,0,http://www.coris.ai,1-Feb-24,Seed,2025-04-14 03:31:08,52
Mountaintop Studios,94,computer games,http://www.mountaintop.gg,31-Jan-24,Venture - Series Unknown,2025-04-14 03:31:08,52
Metronome,74,information technology & services,http://www.metronome.com,31-Jan-24,Series B,2025-04-14 03:31:08,52
Reken,2,information technology & services,http://www.reken.ai,31-Jan-24,Seed,2025-04-14 03:31:08,52
Aiden Automotive Technologies,15,information technology & services,http://www.aidenauto.com,31-Jan-24,Seed,2025-04-14 03:31:08,52
Inngest,9,information technology & services,http://www.inngest.com,30-Jan-24,Venture - Series Unknown,2025-04-14 03:31:08,52
Nile,14,information technology & services,http://www.thenile.dev,30-Jan-24,Seed,2025-04-14 03:31:08,52
Aster,8,hospital & health care,http://www.astercare.com,30-Jan-24,Pre-Seed,2025-04-14 03:31:08,52
HyperBeeAI,6,0,http://www.hyperbee.ai,30-Jan-24,Venture - Series Unknown,2025-04-14 03:31:08,52
Plex,150,entertainment,http://www.plex.tv,30-Jan-24,Series C,2025-04-14 03:31:15,53
Alchemist Accelerator,530,fund-raising,http://www.alchemistaccelerator.com,30-Jan-24,Venture - Series Unknown,2025-04-14 03:31:15,53
resistanceBio,19,pharmaceuticals,http://www.resistance.bio,29-Jan-24,Venture - Series Unknown,2025-04-14 03:31:15,53
Mesh,54,financial services,http://www.meshconnect.com,29-Jan-24,Venture - Series Unknown,2025-04-14 03:31:15,53
