uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,dba_end_date,location_end_date,lic,lic_code_description,lic_code_descriptions_list,administratively_closed,business_corridor,is_tech_naics,is_tech_name,data_source
1258930-08-201-1117057,1258930-08-201,1117057,Timothy Oulton Retail Usa Corp,Timothy Oulton Retail Usa Corp,1755 Alameda St Ste 6,San Francisco,CA,94103,2020-07-20T00:00:00.000,2020-07-20T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,4400-4599,Retail Trade,Retail Trade,False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.402492138, 37.768650982]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1256067-07-201-1098278,1256067-07-201,1098278,Gainful Health Inc,Gainful Health Inc,2261 Market St 4028,San Francisco,CA,94114,2019-01-01T00:00:00.000,2020-07-20T00:00:00.000,,,,,4400-4599,Retail Trade,Retail Trade,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.4319545, 37.764693]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-03-13T00:00:00.000,2021-03-14T00:00:00.000,,,,,Market/Castro,False,True,DataSF
1256001-07-201-1115904,1256001-07-201,1115904,Professional Air Solutions Inc,Pro Air,176 South Blvd,San Mateo,CA,94402,2020-07-20T00:00:00.000,2020-07-20T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.310995004, 37.555249989]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1256777-07-201-1116213,1256777-07-201,1116213,Hair Baby LLC,Hair Baby,589 Sanchez St,San Francisco,CA,94114,2020-07-21T00:00:00.000,2020-07-21T00:00:00.000,,,,,,,,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.4301365, 37.759779]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-05-31T00:00:00.000,2021-03-31T00:00:00.000,,,,,,False,True,DataSF
1256191-07-201-1114973,1256191-07-201,1114973,Diego Alejandro Martinez Rodriguez,Pirme Auto Repair,18 18th St 2870,San Pablo,CA,94806,2020-06-15T00:00:00.000,2020-07-21T00:00:00.000,,,,,,,,False,False,,,"{'type': 'Point', 'coordinates': [-122.35229406, 37.931763601]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,,,,,,False,True,DataSF
1256304-07-201-0353408,1256304-07-201,0353408,Osha Thai Inc,Osha Thai Noodle Cafe Lower Mission,90 Charter Oak Ave Unit K9,San Francisco,CA,94124,2001-07-01T00:00:00.000,2020-07-22T00:00:00.000,,,,,7220-7229,Food Services,Food Services,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.40531, 37.73682]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-11-15T00:00:00.000,2020-08-13T00:00:00.000,,,,,,False,True,DataSF
1256315-07-201-1116024,1256315-07-201,1116024,Dakhaz Inc,Mainland Market & Produce,5601 Geary Blvd,San Francsico,CA,94121,2020-07-22T00:00:00.000,2020-07-22T00:00:00.000,,,,,7220-7229,Food Services,Food Services,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.4795825, 37.78002]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-01-23T00:00:00.000,2024-01-23T00:00:00.000,H07 POS01 WM18 WM30,Multiple,"RETAIL MKTS W/FOOD PREP (UNDER 5,001); POINT OF SALES; COMPUTING SCALE; COUNTER/OTHER LESS THAN 100LBS",,Geary Boulevard,False,True,DataSF
1256239-07-201-1115997,1256239-07-201,1115997,Alan Santisteban,Blue Puzzle Painting,162 Onondaga Ave,San Francisco,CA,94112,2020-07-22T00:00:00.000,2020-07-22T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,11,Outer Mission,"{'type': 'Point', 'coordinates': [-122.4407385, 37.722663]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-07-22T00:00:00.000,2020-07-22T00:00:00.000,,,,,,False,True,DataSF
1256229-07-201-1115992,1256229-07-201,1115992,Rey Nathaniel Villamor,Paintings,1468 25th St Apt 204,San Francisco,CA,94107,2020-07-22T00:00:00.000,2020-07-22T00:00:00.000,,,,,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.3930565, 37.75275]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-09-11T00:00:00.000,2021-01-01T00:00:00.000,,,,,,False,True,DataSF
1256405-07-201-1116061,1256405-07-201,1116061,Joseph Hall,Hi Tech Construction,1927 Dwight Way Apt 310,Berkeley,CA,94704,2020-07-23T00:00:00.000,2020-07-23T00:00:00.000,2452 Bermuda Ave,San Leandro,94577,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-122.271078034, 37.863786001]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1256385-07-201-1116058,1256385-07-201,1116058,Juan Li,Applesauce,2522 27th. Ave,San Francisco,CA,94116,2020-07-23T00:00:00.000,2020-07-23T00:00:00.000,2522 27th. Ave,San Francisco,94116,CA,4400-4599,Retail Trade,Retail Trade,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.4837855, 37.740348]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1256347-07-201-1116039,1256347-07-201,1116039,Mona Lisa Revilla Palanca,Happy Floofy Pets,319 Church Street St,San Francisco,CA,94114,2020-07-23T00:00:00.000,2020-07-23T00:00:00.000,,,,,,,,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.42853, 37.765827]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-07-03T00:00:00.000,2020-08-26T00:00:00.000,,,,,,False,True,DataSF
1256401-07-201-1116039,1256401-07-201,1116039,Mona Lisa Revilla Palanca,Happy Floofy Pets,319 Church St,San Francisco,CA,94114,2020-07-23T00:00:00.000,2020-07-23T00:00:00.000,,,,,,,,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.42853, 37.765827]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-07-03T00:00:00.000,2020-08-02T00:00:00.000,,,,,,False,True,DataSF
1256419-07-201-1116067,1256419-07-201,1116067,Miguel A. Lopez,Air Men Heating And Air Conditioning,1630 North Main St Apt 113,Walnut Creek,CA,94596,2020-07-24T00:00:00.000,2020-07-24T00:00:00.000,1630 North Main St 113 Apt,Walnut Creek,94596,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-122.061315962, 37.901145987]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1272852-03-211-1122689,1272852-03-211,1122689,Jaime M Bardacke,Jaime M Bardacke Licensed Clinical Social Worker Pc,Market St,San Francisco,CA,94114,2020-07-27T00:00:00.000,2020-07-27T00:00:00.000,2148a Market St,San Francisco,94114,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.43723, 37.76191]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1260568-09-201-1077459,1260568-09-201,1077459,Indigo Fair Inc.,"Faire Wholesale, Inc.",100 Potrero Ave,San Francisco,CA,94103,2017-07-01T00:00:00.000,2020-07-27T00:00:00.000,100 Potrero Ave,San Francisco,94103,CA,4400-4599,Retail Trade,Retail Trade,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4083025, 37.768077]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,H85,EMPLOYEE CAFETERIA LIMITED FOOD PREP,EMPLOYEE CAFETERIA LIMITED FOOD PREP,,,False,True,DataSF
1256603-07-201-1116145,1256603-07-201,1116145,Ashly Sowell,Statemnt Apparel,1259 Quesada Ave,San Francisco,CA,94124,2020-07-27T00:00:00.000,2020-07-27T00:00:00.000,,,,,4400-4599,Retail Trade,Retail Trade,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.3834265, 37.728486]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1256614-07-201-1002751,1256614-07-201,1002751,Snap Bi Inc,Weals.Ai,301 Main St 22f,San Francisco,CA,94105,2014-07-01T00:00:00.000,2020-07-27T00:00:00.000,,,,,4800-4999 5400-5499,Multiple,"Transportation and Warehousing; Professional, Scientific, and Technical Services",False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.3913375, 37.789281]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-04-01T00:00:00.000,2020-07-27T00:00:00.000,,,,,,False,True,DataSF
1256622-07-201-1017253,1256622-07-201,1017253,Mobileaws LLC,Allcode,40 Forest Side Ave,San Francisco,CA,94127,2015-07-01T00:00:00.000,2020-07-27T00:00:00.000,40 Forest Side Ave,San Francisco,94127,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.4684045, 37.742562]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1306538-05-221-1125616,1306538-05-221,1125616,Finite Automata Inc.,"Era Software, Inc.",9780 Mandus Olson Ne Rd,Bainbridge Island,WA,98110,2020-07-27T00:00:00.000,2020-07-27T00:00:00.000,9780 Mandus Olson Rd Ne,Bainbridge Island,98110,WA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-122.551775986, 47.651404998]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1256667-07-201-1116170,1256667-07-201,1116170,Sutanto Widjaja,37 Clover Airbnb,37 Clover,San Francisco,CA,94114,2020-07-28T00:00:00.000,2020-07-28T00:00:00.000,,,,,7210-7219,Accommodations,Accommodations,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.44103147, 37.759488307]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-01-01T00:00:00.000,2022-01-01T00:00:00.000,,,,,,False,True,DataSF
1256661-07-201-1116167,1256661-07-201,1116167,Sutanto Widjaja,37 Clover Airbnb,37 Clover,San Francisco,CA,94114,2020-07-28T00:00:00.000,2020-07-28T00:00:00.000,,,,,7210-7219,Accommodations,Accommodations,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.44103147, 37.759488307]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-08-01T00:00:00.000,2020-08-01T00:00:00.000,,,,,,False,True,DataSF
1256731-07-201-1116190,1256731-07-201,1116190,Juan Manuel Gonzalez,Juan's Property Maintenance,1600 15th Street Apt 517,San Francisco,CA,94103,2020-07-28T00:00:00.000,2020-07-28T00:00:00.000,,,,,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.420322, 37.766799]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-12-31T00:00:00.000,2021-09-15T00:00:00.000,,,,,,False,True,DataSF
1256695-07-201-1024168,1256695-07-201,1024168,Tadashi Filters LLC,Tail Devil,1955 Carroll Ave,San Francisco,CA,94124,2016-01-15T00:00:00.000,2020-07-28T00:00:00.000,,,,,3100-3399,Manufacturing,Manufacturing,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.400225, 37.728414]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-12-31T00:00:00.000,2023-12-31T00:00:00.000,,,,,,False,True,DataSF
1256643-07-201-1116156,1256643-07-201,1116156,"Breault Asphalt Maintenance, Inc.","Breault Asphalt Maintenance, Inc.",8120 35th Ave,Sacramento,CA,95824,2020-07-28T00:00:00.000,2020-07-28T00:00:00.000,,,,,,,,False,False,,,"{'type': 'Point', 'coordinates': [-121.407330456, 38.52140062]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-05-10T00:00:00.000,2022-05-10T00:00:00.000,,,,,,False,True,DataSF
1256805-07-201-0333384,1256805-07-201,0333384,Gao Liling Zheng,American Wild Goose Chi Gong & Tai Ji Center,915 Irving St,San Francisco,CA,94122,2000-02-01T00:00:00.000,2020-07-29T00:00:00.000,915 Irving St #,San Francisco,94122,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,7,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.4677475, 37.763739]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1256832-07-201-1116234,1256832-07-201,1116234,Marius Ramos,Nobility Aid,634 Joost Ave,San Francisco,CA,94127,2020-07-30T00:00:00.000,2020-07-30T00:00:00.000,634 Joost Ave,San Francisco,94127,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.4497205, 37.732563]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1256820-07-201-1116228,1256820-07-201,1116228,Jamaica Africa Yay Area,Jamaica Africa Yay Area,1608 Ocean Ave,San Francisco,CA,94112,2020-07-15T00:00:00.000,2020-07-30T00:00:00.000,1608 Ocean Ave,San Francisco,94112,CA,4400-4599,Retail Trade,Retail Trade,False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.459328, 37.724814]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,Ocean Ave,False,True,DataSF
1314596-09-221-0157202,1314596-09-221,0157202,Apple Computer Inc,Apple Inc.,814 Mission St,San Francisco,CA,94103,1982-11-01T00:00:00.000,2020-08-01T00:00:00.000,1 Apple Park Way Ms29-2tx #,Cupertino,95014,CA,4400-4599,Retail Trade,Retail Trade,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.404959, 37.784412]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1275822-04-211-1092202,1275822-04-211,1092202,Red Curtain Addict,"Red Curtain Addict, Inc.",130 Bonnie Brook Dr,Napa,CA,94558,2018-02-20T00:00:00.000,2020-08-01T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,,,,False,False,,,"{'type': 'Point', 'coordinates': [-122.260582792, 38.355990727]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1316819-10-221-1063566,1316819-10-221,1063566,Raina Verma,Raina Verma Psychotherapy,399 Roosevelt Way,San Francisco,CA,94114,2017-01-09T00:00:00.000,2020-08-01T00:00:00.000,399 Roosevelt Way,San Francisco,94114,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.4428895, 37.764747]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1258490-08-201-1116882,1258490-08-201,1116882,Jesse Dwyer,Light Mapping And Smart Hydrology,1600 Bryant St Bx411652,San Francisco,CA,9103,2020-08-01T00:00:00.000,2020-08-01T00:00:00.000,,,,,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.411074006, 37.766618998]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1275147-04-211-0328529,1275147-04-211,0328529,Techlink Systems Inc,"Techlink Systems, Inc.",411 Lafayette St Fl 6,New York,NY,10003,2013-12-31T00:00:00.000,2020-08-01T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,,,"{'type': 'Point', 'coordinates': [-73.992438751, 40.728435647]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2022-12-31T00:00:00.000,,,,,,False,True,DataSF
1257110-08-201-1116355,1257110-08-201,1116355,Ava A. Sasso,Happy Trails Sf LLC,1 Surrey St,San Francisco,CA,94131,2019-12-21T00:00:00.000,2020-08-01T00:00:00.000,1 Surrey St,San Francisco,94131,CA,,,,False,False,8,Glen Park,"{'type': 'Point', 'coordinates': [-122.4327375, 37.734759]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,C02,COMMERCIAL DOG WALKER - OWNER,COMMERCIAL DOG WALKER - OWNER,,,False,True,DataSF
1263708-11-201-1114231,1263708-11-201,1114231,Officehours Technologies Co.,Officehours Technologies Co.,1314 8th Ave,San Francisco,CA,94122,2020-01-01T00:00:00.000,2020-08-01T00:00:00.000,121 2nd St Ste 200,San Francisco,94105,CA,5100-5199,Information,Information,False,False,7,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.4650745, 37.763856]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2021-09-01T00:00:00.000,,,,,,False,True,DataSF
1262354-10-201-0471701,1262354-10-201,0471701,Voltage Entertainment Usa Inc,"Voltage Entertainment Usa, Inc.",100 Bush St Ste 700,San Francisco,CA,94104,2012-07-18T00:00:00.000,2020-08-01T00:00:00.000,,,,,5100-5199,Information,Information,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.3999775, 37.791576]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-01-31T00:00:00.000,2022-01-31T00:00:00.000,,,,,,False,True,DataSF
1262242-10-201-1118348,1262242-10-201,1118348,Jenny Dinh,Lift Weights Be Happy,3450 Sacramento St Ste 146,San Francisco,CA,94118,2020-08-01T00:00:00.000,2020-08-01T00:00:00.000,,,,,4400-4599,Retail Trade,Retail Trade,False,False,2,Presidio Heights,"{'type': 'Point', 'coordinates': [-122.449527, 37.787985]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-05-26T00:00:00.000,2022-05-26T00:00:00.000,,,,,,False,True,DataSF
1257104-08-201-1116352,1257104-08-201,1116352,Samuel J Richardson,Sams Adventure Snacks LLC,125 Laidley St,San Francisco,CA,94131,2020-08-03T00:00:00.000,2020-08-03T00:00:00.000,125 Laidley St,San Francisco,94131,CA,7220-7229,Food Services,Food Services,False,False,8,Glen Park,"{'type': 'Point', 'coordinates': [-122.429565, 37.73988]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1257132-08-201-0387932,1257132-08-201,0387932,Olano Hector M,Manuel's Auto Repair,388 32nd Ave,San Francisco,CA,94121,2005-05-09T00:00:00.000,2020-08-03T00:00:00.000,388 32nd Ave,San Francisco,94121,CA,4400-4599,Retail Trade,Retail Trade,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.492187, 37.781937]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1257163-08-201-1116370,1257163-08-201,1116370,Mai Cuisine Inc,Mai Cuisine Inc,1500 Jfk Blvd Ste 725,Philadelphia,PA,19102,2020-08-03T00:00:00.000,2020-08-03T00:00:00.000,,,,,7220-7229,Food Services,Food Services,False,False,,,"{'type': 'Point', 'coordinates': [-75.165711993, 39.953409005]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-12-17T00:00:00.000,2020-09-09T00:00:00.000,,,,,,False,True,DataSF
1262025-10-201-1118253,1262025-10-201,1118253,"Digital Boy, Inc.","Digital Boy, Inc.",3303 Harbor Blvd Ste K4,Costa Mesa,CA,92626,2020-08-03T00:00:00.000,2020-08-03T00:00:00.000,3303 Harbor Blvd K4 Ste,Costa Mesa,92626,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-117.920994003, 33.692519019]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1257126-08-201-1116363,1257126-08-201,1116363,"Betterfoods, LLC",The Happy Vegan Superfoods,246 Ritch St Unit 101,San Francisco,CA,94142,2020-08-03T00:00:00.000,2020-08-03T00:00:00.000,,,,,7220-7229,Food Services,Food Services,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.395823972, 37.780217001]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-23T00:00:00.000,2021-04-30T00:00:00.000,,,,,,False,True,DataSF
1257050-08-201-0402197,1257050-08-201,0402197,Wang Wenhui,Rose Hair Design,1468 Silver Ave,San Francisco,CA,94134,2006-09-20T00:00:00.000,2020-08-03T00:00:00.000,1468 Silver Ave,San Francisco,94134,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,9,Portola,"{'type': 'Point', 'coordinates': [-122.407074, 37.731798]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1259729-09-201-1116370,1259729-09-201,1116370,Mai Cuisine Inc,Mai Cuisine Inc - K10,1500 Jfk Blvd Ste 725,Philadelphia,PA,19102,2020-08-03T00:00:00.000,2020-08-03T00:00:00.000,,,,,7220-7229,Food Services,Food Services,False,False,,,"{'type': 'Point', 'coordinates': [-75.165711993, 39.953409005]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-12-17T00:00:00.000,2021-06-29T00:00:00.000,,,,,,False,True,DataSF
1265249-12-201-1028115,1265249-12-201,1028115,Cassandra Crain Design,"Cassandra Crain Design, LLC",3448 Sacramento St,San Francisco,CA,94118,2016-03-03T00:00:00.000,2020-08-03T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,2,Presidio Heights,"{'type': 'Point', 'coordinates': [-122.449482, 37.788138]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-11-01T00:00:00.000,2021-11-01T00:00:00.000,,,,,,False,True,DataSF
1346474-11-231-1152348,1346474-11-231,1152348,Cloud Endeavour,Cloud Endeavour,627 Plymouth Ln,San Mateo,CA,94404,2020-08-04T00:00:00.000,2020-08-04T00:00:00.000,627 S Plymouth Ln,San Mateo,94404,CA,5100-5199,Information,Information,False,False,,,"{'type': 'Point', 'coordinates': [-122.267853013, 37.54546001]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1331823-05-231-1113686,1331823-05-231,1113686,"Acquire App, Inc.",Acquire App,595 Pacific Ave 4th Floo,San Francisco,CA,94133,2020-03-12T00:00:00.000,2020-08-04T00:00:00.000,595 Pacific Ave 4 Fl,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.405149974, 37.797089133]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1262620-10-201-0134536,1262620-10-201,0134536,Lee Richard,"Richard Craig Lee, Dds",500 Sutter St Ste 523,San Francisco,CA,94102,1981-09-15T00:00:00.000,2020-08-05T00:00:00.000,500 Sutter St 523 Ste,San Francisco,94102,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,3,Nob Hill,"{'type': 'Point', 'coordinates': [-122.408883, 37.789308]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1257331-08-201-1116432,1257331-08-201,1116432,Martin B Hawkins,Bearking Painters,Judah St,San Francisco,CA,94122,2020-08-04T00:00:00.000,2020-08-05T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.48606, 37.76131]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1257537-08-201-1116516,1257537-08-201,1116516,Sunvalley Solar Tech Inc.,Sunvalley Solar Tech Inc,5653 Stoneridge Dr Ste 108,Pleasanton,CA,94588,2020-08-06T00:00:00.000,2020-08-06T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-121.886082972, 37.690652007]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2021-01-01T00:00:00.000,,,,,,False,True,DataSF
1257462-08-201-1106333,1257462-08-201,1106333,"A.I. Hero, Inc.",Ai Hero,388 Market St Ste 1300,San Francisco,CA,94111,2019-08-26T00:00:00.000,2020-08-06T00:00:00.000,201 Spear St Ste 1100,San Francisco,94105,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.3980875, 37.792197]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2021-11-01T00:00:00.000,,,,,,False,True,DataSF
1261221-10-201-1117938,1261221-10-201,1117938,"Tada Technologies, Inc.","Tada Technologies, Inc.",2 Fern Lane,Mill Valley,CA,94941,2020-08-06T00:00:00.000,2020-08-06T00:00:00.000,2 Fern Lane,Mill Valley,94941,CA,,,,False,False,,,"{'type': 'Point', 'coordinates': [-122.564537014, 37.901149005]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1257550-08-201-0387932,1257550-08-201,0387932,Olano Hector M,Manuel's Auto Repair,388 32nd Ave.,San Francisco,CA,94121,2005-05-09T00:00:00.000,2020-08-07T00:00:00.000,388 32nd Ave,San Francisco,94121,CA,4400-4599,Retail Trade,Retail Trade,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.492187, 37.781937]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1257511-08-201-1116503,1257511-08-201,1116503,Peter Erickson,Sf Club Repair,2584 Sutter St,San Francisco,CA,94115,2020-08-07T00:00:00.000,2020-08-07T00:00:00.000,,,,,8100-8139,Certain Services,Certain Services,False,False,2,Pacific Heights,"{'type': 'Point', 'coordinates': [-122.4428895, 37.785087]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1257670-08-201-1116565,1257670-08-201,1116565,Danielle Edwards,Urban Apparel Management,1139 Market St St Apt 117,San Francisco,CA,94103,2020-08-10T00:00:00.000,2020-08-10T00:00:00.000,,,,,4200-4299 4400-4599,Multiple,Wholesale Trade; Retail Trade,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.413032, 37.779534]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,Central Market,False,True,DataSF
1257644-08-201-1116551,1257644-08-201,1116551,"B. Taylor Painting, Inc.","B. Taylor Painting, Inc.",4616 Enterprise Common,Fremont,CA,94538,2020-08-10T00:00:00.000,2020-08-10T00:00:00.000,4616 Enterprise Common,Fremont,94538,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.957966006, 37.501212991]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
