uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,business_corridor,location_end_date,dba_end_date
1373566-10-241-1163453,1373566-10-241,1163453,Huy Nguyen,Door To Door Garage,3187 Mission St,San Francisco,CA,94110,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,3187 Mission St #,San Francisco,94110,CA,2300-2399,Construction,Construction,False,False,9,Bernal Heights,"{'type': 'Point', 'coordinates': [-122.419449, 37.745784]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Mission Street,,
1379329-01-251-1163476,1379329-01-251,1163476,"Mosabi Foods, Inc.","Mosabi Foods, Inc.",147 Fulton St,San Francisco,CA,94102,2024-10-29T00:00:00.000,2025-01-29T00:00:00.000,1 Hoffman Ave # A,San Francisco,94114,CA,7220-7229,Food Services,Food Services,False,False,5,Tenderloin,"{'type': 'Point', 'coordinates': [-122.415910474, 37.779670327]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1380009-02-251-1166275,1380009-02-251,1166275,Ucsf Health Medical Foundation,Ucsf Health Medical Foundation,170 Columbus Ave Ste 110,San Francisco,CA,94133,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,170 Columbus Ave Ste 110,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.405157, 37.796967]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373655-10-241-1163488,1373655-10-241,1163488,Insta Concession Weta LLC,Lyra,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373659-10-241-1163489,1373659-10-241,1163489,Insta Concession Weta LLC,Hydrus,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373575-10-241-1163458,1373575-10-241,1163458,Lcm Construction Services Inc,Lcm Construction Services Inc,800 Fairway Dr,West Sacramento,CA,95605,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,800 Fairway Dr Bldg,West Sacramento,95605,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.522108969, 38.592249955]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1374524-11-241-1163873,1374524-11-241,1163873,Claude Noriega,Claude Noriega,431 Pierce St Unit A,San Francisco,CA,94117,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,431 Pierce St Unit A,San Francisco,94117,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.4345105, 37.774161]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373991-11-241-1163637,1373991-11-241,1163637,"Trident Connect, Inc.","Trident Connect, Inc.",428 J St Ste 400,Sacramento,CA,95814,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,428 J St Ste 400,Sacramento,95814,CA,5400-5499 5600-5699 7100-7199,Multiple,"Professional, Scientific, and Technical Services; Administrative and Support Services; Arts, Entertainment, and Recreation",False,False,,,"{'type': 'Point', 'coordinates': [-121.500523724, 38.581835734]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373650-10-241-1163487,1373650-10-241,1163487,Insta Concession Weta LLC,Delphinus,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373535-10-241-1163439,1373535-10-241,1163439,128 Jasper LLC,128 Jasper LLC,204 Moraga Way,Orinda,CA,94563,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,204 Moraga Way,Orinda,94563,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,,,"{'type': 'Point', 'coordinates': [-122.173654, 37.864221985]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1380015-02-251-1166280,1380015-02-251,1166280,Ucsf Health Medical Foundation,Ucsf Health Medical Foundation,199 West Portal Ave,San Francisco,CA,94127,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,199 West Portal Ave,San Francisco,94127,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.467716, 37.738728]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,West Portal,,
1373656-10-241-1163488,1373656-10-241,1163488,Insta Concession Weta LLC,Vela,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379948-02-251-1166248,1379948-02-251,1166248,Ucsf Health Medical Foundation,Ucsf Health Medical Foundation,2895 Diamond St,San Francisco,CA,94131,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,2895 Diamond St,San Francisco,94131,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,8,Glen Park,"{'type': 'Point', 'coordinates': [-122.433975, 37.733697]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373571-10-241-1163456,1373571-10-241,1163456,G & Co LLC,Mano Secreta,4414 California St,San Francisco,CA,94118,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,4414 California St,San Francisco,94118,CA,7220-7229,Food Services,Food Services,False,False,1,Inner Richmond,"{'type': 'Point', 'coordinates': [-122.464962, 37.785195]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373602-10-241-1163470,1373602-10-241,1163470,Turnkey Hvac,Turnkey Hvac,2302 Tripaldi Way,Hayward,CA,94545,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,2302 Tripaldi Way,Hayward,94545,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.082426959, 37.61398102]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373633-10-241-1163483,1373633-10-241,1163483,Insta Concession Blue & Gold LLC,Old Blue,41 Embarcadero,San Francisco,CA,94133,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.387924588, 37.787126305]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373623-10-241-1163479,1373623-10-241,1163479,Mission Chefs LLC,Mission Chefs LLC,2929 19th St,San Francisco,CA,94110,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,,,,,7220-7229,Food Services,Food Services,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.411376, 37.76013]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2025-01-17T00:00:00.000,2025-01-17T00:00:00.000
1373649-10-241-1163487,1373649-10-241,1163487,Insta Concession Weta LLC,Dorado,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373643-10-241-1163485,1373643-10-241,1163485,Insta Concession Weta LLC,Gemini,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373621-10-241-1163478,1373621-10-241,1163478,Coyote Creek Advisory,Coyote Creek Advisory,304 Lily St Apt,San Francisco,CA,94102,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,304 Lily St Apt 1/2,San Francisco,94102,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.4261045, 37.774161]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373579-10-241-1163460,1373579-10-241,1163460,Aqualogic Plumbing LLC,Aqualogic Plumbing LLC,3300 Narvaez Ave Spc 66,San Jose,CA,95136,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,3300 Narvaez Ave Spc 66,San Jose,95136,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-121.862500991, 37.276548984]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373636-10-241-1163483,1373636-10-241,1163483,Insta Concession Blue & Gold LLC,Bay Monarch,41 Embarcadero,San Francisco,CA,94133,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.387924588, 37.787126305]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373647-10-241-1163486,1373647-10-241,1163486,Joshua Harrington,Joshua Harrington,875 Clayton St # 1,San Francisco,CA,94117,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,875 Clayton St # 1,San Francisco,94117,CA,7210-7219,Accommodations,Accommodations,False,True,8,Haight Ashbury,"{'type': 'Point', 'coordinates': [-122.448087, 37.765638]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373585-10-241-1163463,1373585-10-241,1163463,Manjula Rajan,Rajan Oasis,2754 Folsom St Apt A,San Francisco,CA,94110,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,2754 Folsom St Apt A,San Francisco,94110,CA,7210-7219,Accommodations,Accommodations,False,True,9,Mission,"{'type': 'Point', 'coordinates': [-122.414200058, 37.753229393]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373577-10-241-1163459,1373577-10-241,1163459,Sunny Infant Preschool Clement,Sunny Infant Preschool Clement,3101 Clement St,San Francisco,CA,94121,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,3101 Clement St,San Francisco,94121,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.4925335, 37.781424]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373635-10-241-1163483,1373635-10-241,1163483,Insta Concession Blue & Gold LLC,Harbor Emperor,41 Embarcadero,San Francisco,CA,94133,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.387924588, 37.787126305]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373570-10-241-1163456,1373570-10-241,1163456,G & Co LLC,Cazuela Mediterranean Grill,448 Balboa St,San Francisco,CA,94118,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,4414 California St,San Francisco,94118,CA,7220-7229,Food Services,Food Services,False,False,1,Inner Richmond,"{'type': 'Point', 'coordinates': [-122.4637605, 37.777464]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373614-10-241-1163475,1373614-10-241,1163475,Timothy Ackerman,Sun & Shield Tech Services,625 Bush St Apt 520,San Francisco,CA,94108,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,625 Bush St Apt 520,San Francisco,94108,CA,5400-5499 5600-5699 8100-8139,Multiple,"Professional, Scientific, and Technical Services; Administrative and Support Services; Certain Services",False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4076185, 37.790037]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1378685-01-251-1165686,1378685-01-251,1165686,Ucsf Health Medical Foundation,Ucsf Health Medical Foundation,2288 Market St,San Francisco,CA,94114,2024-10-29T00:00:00.000,2024-10-31T00:00:00.000,2288 Market St,San Francisco,94114,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.432841, 37.764891]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Market/Castro,,
1373568-10-241-1163455,1373568-10-241,1163455,"All Pro Signs, Inc.","All Pro Signs, Inc.",2107 Border Ave,Torrance,CA,90501,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,2107 Border Ave,Torrance,90501,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-118.313270006, 33.826762994]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373642-10-241-1163485,1373642-10-241,1163485,Insta Concession Weta LLC,Bay Breeze,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373654-10-241-1163488,1373654-10-241,1163488,Insta Concession Weta LLC,Pyxis,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373641-10-241-1163485,1373641-10-241,1163485,Insta Concession Weta LLC,Peralta,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373662-10-241-1163489,1373662-10-241,1163489,Insta Concession Weta LLC,Carina,1 Ferry Building,San Francisco,CA,94105,2024-10-29T00:00:00.000,2024-10-29T00:00:00.000,710 C St Ste 206,San Rafael,94901,CA,7220-7229,Food Services,Food Services,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373703-10-241-1163506,1373703-10-241,1163506,Ensure Pest Solutions Inc,Ensure Pest Solutions,259 Seneca Ave,San Francisco,CA,94112,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,259 Seneca Ave,San Francisco,94112,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,11,Outer Mission,"{'type': 'Point', 'coordinates': [-122.443677, 37.72053]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379716-02-251-1163417,1379716-02-251,1163417,Alexander Pfeufer,Treekeeper SF,153 Lexington St,San Francisco,CA,94110,2024-10-28T00:00:00.000,2025-01-27T00:00:00.000,153 Lexington St,San Francisco,94110,CA,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.420538, 37.760931]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373987-11-241-1163634,1373987-11-241,1163634,Praxis Infectious Diseases,Praxis Infectious Diseases,440 N Barranca Ave Unit 396,Covina,CA,91723,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-117.880900008, 34.090195985]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000
1373555-10-241-1163447,1373555-10-241,1163447,Praxis Infectious Diseases,Praxis Infectious Diseases,440 N Barranca Ave Ste 3969,Covina,CA,91723,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,440 N Barranca Ave Ste 3969,Covina,91723,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-117.880900008, 34.090195985]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373449-10-241-1163403,1373449-10-241,1163403,Malcolm Silverado A Joint Venture,Malcolm Silverado A Joint Venture,92 Natoma St Ste 400,San Francisco,CA,94105,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,92 Natoma St Ste 400,San Francisco,94105,CA,2300-2399,Construction,Construction,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.3985735, 37.787517]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1376155-12-241-1164582,1376155-12-241,1164582,The City Eats Inc.,The City Eats Inc.,1608 Bush St,San Francisco,CA,94109,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,1608 Bush St,San Francisco,94109,CA,5600-5699 7220-7229,Multiple,Administrative and Support Services; Food Services,False,False,2,Western Addition,"{'type': 'Point', 'coordinates': [-122.4238365, 37.788435]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379363-01-251-1165986,1379363-01-251,1165986,Micheal Jones,Micheal Jones,457 Hyde St,San Francisco,CA,94109,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,457 Hyde St,San Francisco,94109,CA,7220-7229,Food Services,Food Services,False,False,5,Tenderloin,"{'type': 'Point', 'coordinates': [-122.4164835, 37.78506]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1374197-11-241-1163733,1374197-11-241,1163733,Fog City Freeze LLC,Fog City Freeze LLC,137 21st Ave,San Francisco,CA,94121,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,137 21st Ave,San Francisco,94121,CA,7220-7229,Food Services,Food Services,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.481153, 37.78524]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373457-10-241-1163407,1373457-10-241,1163407,Vincent Jones,Saleema Boutique Old & New,2420 San Bruno Ave,San Francisco,CA,94134,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,241 Village Way,South San Francisco,94080,CA,,,,False,False,9,Portola,"{'type': 'Point', 'coordinates': [-122.405679, 37.731825]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,San Bruno Ave,,
1373463-10-241-1163409,1373463-10-241,1163409,Mission Bay Construction,Mission Bay Construction,75 Williar Ave,San Francisco,CA,94112,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,75 Williar Ave,San Francisco,94112,CA,2300-2399,Construction,Construction,False,False,11,Oceanview/Merced/Ingleside,"{'type': 'Point', 'coordinates': [-122.4519615, 37.720188]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1380854-02-251-1166634,1380854-02-251,1166634,"Rplus Energies, LLC","Rplus Energies, LLC",1674 Filbert St Apt 5,San Francisco,CA,94123,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,201 S Main St Ste 2100,Salt Lake City,84111,UT,,,,False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.4270675, 37.799325]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373482-10-241-1163417,1373482-10-241,1163417,Alexander Pfeufer,Pedal & Prune,153 Lexington St,San Francisco,CA,94110,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,153 Lexington St,San Francisco,94110,CA,,,,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.420538, 37.760931]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2025-02-01T00:00:00.000,
1373493-10-241-1163422,1373493-10-241,1163422,Navia Productions L.L.C.,Navia Music,3450 Sacramento St Ste 241,San Francisco,CA,94118,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,3450 Sacramento St Ste 241,San Francisco,94118,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,2,Presidio Heights,"{'type': 'Point', 'coordinates': [-122.449527, 37.787985]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373526-10-241-1163435,1373526-10-241,1163435,Melody Lorenzo,Melanne Creative Co.,2646 38th Ave,San Francisco,CA,94116,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,2646 38th Ave,San Francisco,94116,CA,4400-4599,Retail Trade,Retail Trade,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.4954135, 37.73754]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373502-10-241-1163425,1373502-10-241,1163425,671 Page Street,Page Street Rental,671 Page St Apt,San Francisco,CA,94117,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,671 Page St,San Francisco,94117,CA,7210-7219,Accommodations,Accommodations,False,True,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.4317205, 37.772667]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1375388-11-241-1164238,1375388-11-241,1164238,Emcca Corporation,Emcca Corporation,1 California St Ste 2750,San Francisco,CA,94111,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,1 California St Ste 2750,San Francisco,94111,CA,5210-5239,Financial Services,Financial Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.397057, 37.793223]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373489-10-241-1163420,1373489-10-241,1163420,"Mk Davidson, Inc","Mk Davidson, Inc",7372 Walnut Ave Ste S,Buena Park,CA,90620,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,7372 Walnut Ave Ste S,Buena Park,90620,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-118.004228984, 33.856637983]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373505-10-241-1163426,1373505-10-241,1163426,Katrina Certeza,Katrina Certeza,168 Bluxome St Apt 116,San Francisco,CA,94107,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,168 Bluxome St Apt 116,San Francisco,94107,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.399531521, 37.774775184]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373786-10-241-1163543,1373786-10-241,1163543,Lauren Glasgow Lmft,Lauren Glasgow Lmft,475 Warren Dr Apt 5,San Francisco,CA,94131,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,475 Warren Dr Apt 5,San Francisco,94131,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,7,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.462388, 37.757997]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379166-01-251-1165905,1379166-01-251,1165905,Spekter Games Inc.,Spekter Games Inc.,365 Toni Stone Crossing Xing Fl 3,San Francisco,CA,94158,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,365 Toni Stone Crossing Xing Fl 3,San Francisco,94158,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.3886915, 37.775331]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373519-10-241-1163432,1373519-10-241,1163432,Mcmillan Roofing,Mcmillan Roofing,450 Umland Dr,Santa Rosa,CA,95401,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,450 Umland Dr,Santa Rosa,95401,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.733204208, 38.435649936]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379427-01-251-1166019,1379427-01-251,1166019,Toji Studio,Toji Studio,1950 Ortega St,San Francisco,CA,94122,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,1950 Ortega St,San Francisco,94122,CA,,,,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.4846765, 37.752156]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373498-10-241-1163424,1373498-10-241,1163424,Slance Limited Liability Company,Slance Limited Liability Company,18 Bartol St # 988,San Francisco,CA,94133,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,18 Bartol St # 988,San Francisco,94133,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,3,North Beach,"{'type': 'Point', 'coordinates': [-122.4033255, 37.797912]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373456-10-241-1163407,1373456-10-241,1163407,Vincent Jones,Saleema International Salon,2418 San Bruno Ave,San Francisco,CA,94134,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,241 Village Way,South San Francisco,94080,CA,,,,False,False,9,Portola,"{'type': 'Point', 'coordinates': [-122.405679, 37.731825]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,San Bruno Ave,,
1373521-10-241-1163433,1373521-10-241,1163433,Skylens Marketing LLC,Skylens Marketing,414 Skyway Dr,San Jose,CA,95111,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,414 Skyway Dr,San Jose,95111,CA,7210-7219,Accommodations,Accommodations,False,True,,,"{'type': 'Point', 'coordinates': [-121.816364984, 37.273161983]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379997-02-251-1163410,1379997-02-251,1163410,Antormen Inc,Antormen Inc,1814 Union St,San Francisco,CA,94123,2024-10-28T00:00:00.000,2025-02-01T00:00:00.000,1814 Union St,San Francisco,94123,CA,2300-2399,Construction,Construction,False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.429331, 37.798083]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Union Street,,
1373458-10-241-1163406,1373458-10-241,1163406,Golden Gate Spine,Golden Gate Spine,1236 Sutter St,San Francisco,CA,94109,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,1236 Sutter St,San Francisco,94109,CA,,,,False,False,3,Nob Hill,"{'type': 'Point', 'coordinates': [-122.4207765, 37.787796]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373509-10-241-1163428,1373509-10-241,1163428,B.Rubio.D Construction Inc,B Rubio D Construction,1992 Florida St # 1992,Hayward,CA,94545,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,1992 Florida St,Hayward,94545,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.084636009, 37.624505003]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373466-10-241-1163410,1373466-10-241,1163410,Antormen Inc,Antormen Inc,333 Fremont St Apt 702,San Francisco,CA,94105,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,1814 Union St,San Francisco,94123,CA,2300-2399,Construction,Construction,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.3927055, 37.787688]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1381653-02-251-1166963,1381653-02-251,1166963,"Seraphina Therapeutics, Inc.","Seraphina Therapeutics, Inc.",1325 Indiana St Unit 102,San Francisco,CA,94107,2024-10-28T00:00:00.000,2024-10-28T00:00:00.000,2907 Shelter Island Dr Ste 105-1042,San Diego,92106,CA,4400-4599,Retail Trade,Retail Trade,False,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.3904285, 37.753686]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
