uniqueid,business_id,certificate_number,owner,name,address,city,state,zip_code,dba_start_date,founded_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code_x,naic_code_description_x,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,dba_end_date,location_end_date,lic,lic_code_description,lic_code_descriptions_list,administratively_closed,business_corridor,naic_code_y,naic_code_description_y,is_tech,name_contains_tech,data_source,source_file,company_name,founding_year
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Kenia Beauty Nails,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Deepseq.Ai, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Luke Moody Ai,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Metro Mobile Communications,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Claire Bonham-Carter,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Dba Vetsentry/River City Data,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Maison De Vertu,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Usa Digital Communications, Inc",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Onedigital,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Nova's Airbnb,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Friendly App Studio,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Junaid Basir Reinforce,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Alamere Digital LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Metaintels LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Rockstar Iphone Ipad Samsung Mac Laptop & Electronics Repair,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Best Coast Sailing,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Diane Martinez - Certified Personal Trainer (Cpt),2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Your Happy Place LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Rush Air Mechanical,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Vanguard Smoke & Fire Curtains, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Happy Patches LLC,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Norcal Maid Cleaning Services,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,"Blackhawk Painting, Inc.",2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Rotor Digital Services,2024.0
,,,,,,,CA,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,DataSF API,datasf_tech_businesses copy.csv,Toorialai Naeem,2024.0
