ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,location_end_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,parking_tax,transient_occupancy_tax,lic,lic_code_description,supervisor_district,neighborhoods_analysis_boundaries,dba_end_date,business_corridor
1190502-05-181,0477931,Bridges Mark,"Mark S. Bridges, Attorney At Law",555 Montgomery St,San Francisco,CA,94111,2013-01-08T00:00:00.000,2018-01-01T00:00:00.000,,48 Gold St,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1365813-07-241,1160243,Fgs Holdings LLC,Fgs Global (Us) LLC,475 Sansome St Ste 1750,San Francisco,CA,94111,2023-01-01T00:00:00.000,2023-01-01T00:00:00.000,,909 Third Ave Fl 32,New York,10022,NY,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1381271-02-251,1059679,Above Consulting Inc.,Above Consulting Inc.,505 Montgomery St Ste 1100,San Francisco,CA,94111,2016-07-18T00:00:00.000,2025-02-19T00:00:00.000,,315 Montgomery St Fl 10,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1215084-03-191,1034506,"Menlo Security, Inc.","Menlo Security, Inc.",655 Montgomery St. 07-119,San Francisco,CA,94111,2015-01-01T00:00:00.000,2019-01-01T00:00:00.000,2020-05-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2020-05-01T00:00:00.000,
1227196-07-191,1103943,Ronald Mak,Ronald Mak,728 Pacific Ave Ste 610,San Francisco,CA,94133,2019-07-01T00:00:00.000,2019-07-01T00:00:00.000,2020-11-04T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2020-11-04T00:00:00.000,Chinatown
1190886-06-181,1088665,Kwun Bhansali Lazarus Llp,Kwun Bhansali Lazarus Llp,555 Montgomery St Ste 750,San Francisco,CA,94111,2018-05-16T00:00:00.000,2018-05-16T00:00:00.000,,555 Montgomery St Ste 750,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0426636-01-001,0426636,Wong Vincent W,Vincent Wong Dpm,728 Pacific Ave Ste 606,San Francisco,CA,94133,2008-03-01T00:00:00.000,2008-03-01T00:00:00.000,,728 Pacific Ave Ste 606,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
0939056-01-001,0939056,Jeong Rodney K,Rodney K Jeong Attorney At Law,638 Kearny St Ste 304,San Francisco,CA,94108,1982-01-01T00:00:00.000,1982-01-01T00:00:00.000,,638 Kearny St Ste 304,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1194349-07-181,0367872,Rgl Forensic Acctnts & Consult,Rgl Forensics,505 Montgomery Street Ste 600,San Francisco,CA,94111,2003-01-01T00:00:00.000,2003-01-01T00:00:00.000,2018-12-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2018-12-01T00:00:00.000,
1257006-08-201,0170867,Tan Ho T Md,Tan Ho T,929 Clay St Ste 108,San Francisco,CA,94108,1988-05-16T00:00:00.000,2020-07-01T00:00:00.000,,929 Clay St 108 Ste,San Francisco,94018,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0489620-01-001,0489620,Qingquan Medical Inc,Qingquan Medical Inc,950 Stockton St 399,San Francisco,CA,94108,2014-05-16T00:00:00.000,2014-05-16T00:00:00.000,2015-01-31T00:00:00.000,710 32nd Ave,San Francisco,94121,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1222821-05-191,0361543,Economic Research Services Inc,"Economic Research Services, Inc.",655 Montgomery St,San Francisco,CA,94111,2010-02-01T00:00:00.000,2018-07-09T00:00:00.000,2019-10-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2019-10-31T00:00:00.000,
0948123-01-001,0948123,Lee Winston Uyeda Ann Llp,Lee + Uyeda Llp,555 Montgomery St Ste 1250,San Francisco,CA,94111,2009-01-01T00:00:00.000,2009-01-01T00:00:00.000,2019-10-31T00:00:00.000,236 West Portal Ave 780 Unit,San Francisco,94127,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1245975-02-201,0387347,Paradigm Dkd Group LLC,Paradigm Tax Group,655 Montgomery St Ste 1710,San Francisco,CA,94111,2004-11-22T00:00:00.000,2012-12-01T00:00:00.000,2023-04-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2023-04-01T00:00:00.000,
1195568-07-181,1010159,Chun Mak Dds-Phd Inc,Chun Mak Dds-Phd Inc,929 Clay St 205,San Francisco,CA,94108,2015-03-01T00:00:00.000,2018-02-01T00:00:00.000,,929 Clay St 205 Ste,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0469095-01-001,0469095,Starmaker Interactive Inc,Starmaker Interactive,755 Sansome St Ste 360,San Francisco,CA,94111,2012-03-01T00:00:00.000,2012-03-01T00:00:00.000,2014-05-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2023-01-01T00:00:00.000,
0472591-01-001,0472591,Ng Perry W,Perry W Ng,950 Stockton St Ste 403,San Francisco,CA,94108,2012-09-05T00:00:00.000,2012-09-05T00:00:00.000,,950 Stockton St Ste 403,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1292193-11-211,1099905,"Bonfire Labs, LLC",Bonfire Labs LLC,595 Pacific Fl 4 Ave,San Francisco,CA,94133,2019-01-01T00:00:00.000,2021-11-01T00:00:00.000,,2070 N Broadway Unit 5212,Walnut Creek,94596,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1149228-06-171,1064718,Newman Du Wors,Newman Du Wors,505 Montgomery St,San Francisco,CA,94111,2016-09-22T00:00:00.000,2017-06-01T00:00:00.000,2023-08-22T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2023-08-22T00:00:00.000,
1012575-11-141,1006219,Nbt America Inc,Fronto,415 Jackson St Ste B,San Francisco,CA,94111,2014-09-02T00:00:00.000,2014-09-02T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1141917-04-171,0346276,Sapient Corporation,Sapient Corporation,30 Hotaling Pl,San Francisco,CA,94111,2007-12-03T00:00:00.000,2015-10-09T00:00:00.000,,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1289893-10-211,1002882,Hero Digital LLC,Hero Digital LLC,555 Montgomery St Ste 1250,San Francisco,CA,94111,2014-07-21T00:00:00.000,2021-09-01T00:00:00.000,,555 Montgomery St Ste 1250,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1362799-05-241,1150503,Blackdome Group Inc.,Blackdome Group Inc,505 Montgomery St Fl 10,San Francisco,CA,94111,2023-08-29T00:00:00.000,2024-01-01T00:00:00.000,,505 Montgomery St Fl 10,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0342805-01-001,0342805,Wang Fusheng,Fusheng Wang Md,890 Jackson St Ste 303,San Francisco,CA,94133,2001-02-01T00:00:00.000,2001-02-01T00:00:00.000,2024-09-20T00:00:00.000,890 Jackson St Ste 303,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1341175-08-231,0942614,Learn It Incorporated,Learn It,632 Commercial St,San Francisco,CA,94111,1995-06-05T00:00:00.000,2020-11-01T00:00:00.000,2023-09-14T00:00:00.000,9450 Sw Gemini Dr,Beaverton,97008,OR,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1026603-04-151,0488094,Grube Brown & Geidt Llp,Grube Brown & Geidt Llp,601 Montgomery St Rm #1150,San Francisco,CA,94111,2014-04-01T00:00:00.000,2014-04-01T00:00:00.000,2018-10-19T00:00:00.000,601 Montgomery St Ste 840,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1279641-06-211,1027472,The Cre Group Inc,Newmark,900 Kearny St Ste 333,San Francisco,CA,94133,2015-09-01T00:00:00.000,2021-05-31T00:00:00.000,2021-05-31T00:00:00.000,110 E 59th St Fl 7,New York,10022,NY,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1200526-09-181,1064033,"Jampp, Inc.","Jampp, Inc.",650 California Street,San Francisco,CA,94108,2015-10-30T00:00:00.000,2018-02-01T00:00:00.000,2021-12-30T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2024-05-08T00:00:00.000,Chinatown
1180951-03-181,1084438,Fidzup,Fidzup Corporation,600 California St Fl 13,San Francisco,CA,94108,2017-09-20T00:00:00.000,2017-09-20T00:00:00.000,2022-06-29T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-06-29T00:00:00.000,
1325489-02-231,0393068,Steven Volpe Design Inc,Steven Volpe Design Inc.,727 Sasome St # 2,San Francisco,CA,94111,2000-10-01T00:00:00.000,2022-08-01T00:00:00.000,,727 Sansome St Fl 2,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0440020-02-001,0440020,Paul Ekman Group LLC,Paul Ekman Group LLC,900 Kearny St,San Francisco,CA,94133,2009-03-15T00:00:00.000,2011-08-15T00:00:00.000,2017-07-31T00:00:00.000,Po Box 26089,San Francisco,94126,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1158995-08-171,0482543,Visitacion Group LLC,"Visitacion Group, LLC",650 California St Ste 1900,San Francisco,CA,94108,2013-07-08T00:00:00.000,2014-06-01T00:00:00.000,,425 California St Bldg 2600,San Francisco,94105,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1364162-06-241,0182375,Emley Christopher F,Emley Law Office Llp,555 Montgomery St Ste 1288,San Francisco,CA,94111,1988-06-26T00:00:00.000,2023-11-01T00:00:00.000,,555 Montgomery St Ste 1288,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1324986-02-231,1143388,Ghd Structus Jv,Ghd Structus Jv,655 Montgomery St Ste 1010,San Francisco,CA,94111,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,,2055 Niagara Falls Blvd Ste 3,Niagara Falls,14304,NY,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1257048-08-201,1116325,"Luxverity, LLC","Luxverity, LLC",565 Commercial St Fl 4th,San Francisco,CA,94111,2020-06-26T00:00:00.000,2020-06-26T00:00:00.000,2022-07-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-07-31T00:00:00.000,
0146856-01-001,0146856,Woo Wallace S Dds,Woo Wallace S Dds,225 Columbus Ave,San Francisco,CA,94133,2002-08-12T00:00:00.000,2002-08-12T00:00:00.000,,225 Columbus Ave,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1027703-05-151,1013356,Speechless Inc,Speechless,916 Pacific Ave Apt 18,San Francisco,CA,94133,2015-05-07T00:00:00.000,2015-05-07T00:00:00.000,2017-08-03T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2024-02-29T00:00:00.000,
0488834-01-001,0488834,Sanford Heisler Llp,Sanford Heisler Llp,555 Montgomery St 1206,San Francisco,CA,94111,2008-11-01T00:00:00.000,2008-11-01T00:00:00.000,2015-07-12T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1176742-01-181,1082629,"Rachel Stallworth, Debbie Stallworth",Designasbuilt,655 Montgomery St Ste 1755,San Francisco,CA,94111,2017-12-14T00:00:00.000,2017-12-14T00:00:00.000,2018-01-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2018-01-31T00:00:00.000,
1311559-08-221,0416944,Cooper & Scully Pc,"Cooper & Scully, P.C.",423 Washington St Ste 400,San Francisco,CA,94111,2007-03-26T00:00:00.000,2022-06-16T00:00:00.000,,900 Jackson St # 100ste,Dallas,75202,TX,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1124587-10-161,0167175,Laboratory Corp Of America,Laboratory Corp Of America,728 Pacific Ave Ste 401,San Fracisco,CA,94133,1999-09-07T00:00:00.000,2013-08-01T00:00:00.000,,338 S Main St Fl 2,Burlington,27215,NC,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1212624-02-191,0485497,Bitrock Incorporated,Bitnami,900 Kearny St Fl 5,San Francisco,CA,94133,2013-09-07T00:00:00.000,2018-10-03T00:00:00.000,2019-05-19T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2019-05-19T00:00:00.000,Chinatown
1342369-09-231,1150609,Seewan Chiu Dds Inc.,Ct Dental,771 Sacramento St,San Francisco,CA,94108,2023-09-08T00:00:00.000,2023-09-08T00:00:00.000,,771 Sacramento St,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1294400-01-221,1130775,James Barrese,Altos Group,845 Montgomery St Unit Ph2,San Francisco,CA,94133,2022-01-01T00:00:00.000,2022-01-01T00:00:00.000,2022-12-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-12-31T00:00:00.000,
0413527-01-001,0413527,Lisa Law Md A Medical Corp,Lisa Law Md,728 Pacific Ave Ste 302,San Francisco,CA,94133,2007-02-27T00:00:00.000,2007-02-27T00:00:00.000,,728 Pacific Ave Ste 302,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
0466655-03-001,0466655,Trc Engineers Inc,Trc Energy Services Inc,505 Sansome St Ste 1600,San Francisco,CA,94111,2011-06-01T00:00:00.000,2014-01-02T00:00:00.000,,21 Griffin Rd N,Windsor,06095,CT,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1209494-01-191,1096754,"The Neuron Group, LLC",The Neuron Group,650 California St Fl 7,San Francisco,CA,94108,2018-11-01T00:00:00.000,2018-11-01T00:00:00.000,,650 California St 7 Fl,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1367319-07-241,0399203,Payne & Fears Llp,Payne & Fears Llp,655 Montgomery St Ste 1430,San Francisco,CA,94111,2013-12-31T00:00:00.000,2024-04-01T00:00:00.000,,4 Park Plz Ste 1100,Irvine,92614,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1195241-07-181,1090273,"True North America, Inc.",True North,424 Clay St,San Francisco,CA,94111,2018-07-17T00:00:00.000,2018-07-17T00:00:00.000,2019-08-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2019-09-01T00:00:00.000,
0053341-03-001,0053341,Bley And Bley Inc,Law Offices Of Bley And Bley,555 Montgomery St Ste 605,San Francisco,CA,94111,2008-05-05T00:00:00.000,2008-06-01T00:00:00.000,2014-07-31T00:00:00.000,44 Montgomery St Ste 3170,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1226296-06-191,0453198,Pipeline Health Holdings LLC,Pipelinerx,600 California St Ste 520,San Francisco,CA,94108,2009-09-21T00:00:00.000,2013-12-29T00:00:00.000,2020-12-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-12-31T00:00:00.000,
1196770-08-181,1090968,Huguenin Kahn Llp,Huguenin Kahn Llp,505 Montgomery St Fl 10th,San Francisco,CA,94111,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,2022-04-30T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-04-30T00:00:00.000,
1307723-06-221,1062424,"Go Copia, Pbc Dba Copia",Copia,595 Pacific Ave Fl 4,San Francisco,CA,94133,2016-01-04T00:00:00.000,2021-01-01T00:00:00.000,,1968 S Coast Hwy # 3912,Laguna Beach,92651,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1258130-08-201,0462513,Scawthorn Charles R,Spa Risk Ca LLC,505 Montgomery St,San Francisco,CA,94111,2011-09-12T00:00:00.000,2014-11-13T00:00:00.000,2024-02-16T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2024-02-16T00:00:00.000,
1351668-01-241,1074871,"Collins + Partners, LLC",Collins + Partners LLC,632 Commercial St Fl 3,San Francisco,CA,94111,2015-01-01T00:00:00.000,2024-01-15T00:00:00.000,,457 Grand St # Ground,Brooklyn,11211,NY,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1360086-05-241,0366870,Newport Asia LLC,Newport Asia LLC,601 Montgomery St Ste 715,San Francisco,CA,94111,2002-06-01T00:00:00.000,2024-04-01T00:00:00.000,,601 Montgomery St Ste 715,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1024923-04-151,1012060,Unicorn Consulting Inc,Unicorn Consulting Inc,600 California St 19th Fl,San Francisco,CA,94108,2015-02-01T00:00:00.000,2015-02-01T00:00:00.000,,724 Pine St,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1126455-11-161,0477043,Hvf Inc,Hvf Inc,744 Montgomery St Rm 3,San Francisco,CA,94111,2011-12-27T00:00:00.000,2016-10-31T00:00:00.000,2021-11-30T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-12-30T00:00:00.000,
0437130-01-001,0437130,Durie Tangri Page Lemley &Etal,Durie Tangri Llp,217 Leidesdorff St,San Francisco,CA,94111,2009-02-02T00:00:00.000,2010-01-01T00:00:00.000,2022-12-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2022-12-31T00:00:00.000,
1135201-02-171,1059295,"Id Insight, Inc.",Idinsight,576 Sacramento St 1st Fl,San Francisco,CA,94111,2015-01-01T00:00:00.000,2016-11-01T00:00:00.000,2018-02-28T00:00:00.000,Po Box 689,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1268707-02-211,1015498,The Trade Desk,"The Trade Desk, Inc.",731 Sansome St,San Francisco,CA,94111,2014-08-13T00:00:00.000,2017-02-23T00:00:00.000,2021-05-31T00:00:00.000,42 N Chestnut St,Ventura,93001,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0942177-01-001,0942177,Scott Paul D Law Offices Of,Scott Paul D Law Offices Of,505 Sansome St Fl 6,San Francisco,CA,94111,1995-04-17T00:00:00.000,2008-09-28T00:00:00.000,,640 Washington St,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1328717-03-231,0309507,Interbrand Corporation,Siegel & Gale LLC,600 California St,San Francisco,CA,94108,1996-10-28T00:00:00.000,2022-01-01T00:00:00.000,2022-12-30T00:00:00.000,1055 Washington Blvd 7 Fl,Stamford,06901,CT,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1338494-07-231,1148916,Omnicom Group Inc.,Ddb Worldwide Communications Group LLC,600 California St,San Francisco,CA,94108,2023-01-01T00:00:00.000,2023-01-01T00:00:00.000,,1055 Washington Blvd Fl 7,Stamford,06901,CT,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1268756-02-211,0443088,Moss Wong Associates Corp,Moss Wong Associates Corp,595 Pacific Ave,San Francisco,CA,94133,2009-10-01T00:00:00.000,2020-06-01T00:00:00.000,,824 Flaxberry Ln,San Rafael,94903,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1198695-08-181,1010730,Fauna Inc,"Fauna, Inc.",744 Montgomery St Ste 200,San Francisco,CA,94111,2014-12-01T00:00:00.000,2014-12-01T00:00:00.000,,548 Market St,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0128919-02-001,0128919,"Kodama Diseno, Inc","Kodama Diseno, Inc.",619 Sansome St,San Francisco,CA,94111,1981-03-01T00:00:00.000,2012-01-01T00:00:00.000,2015-05-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2015-01-01T00:00:00.000,
1150667-06-171,1071989,Middletons Inc,Middletons Inc,600 California Street St,San Francisco,CA,94108,2017-06-01T00:00:00.000,2017-06-01T00:00:00.000,2021-06-30T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2021-06-30T00:00:00.000,
1133695-01-171,1064204,"Trc - Avila Jv, LLC","Trc-Avila Jv, LLC",505 Sansome St Ste,San Francisco,CA,94111,2017-01-02T00:00:00.000,2017-01-02T00:00:00.000,,21 Griffin Rd N,Windsor,06095,CT,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1121792-09-161,0917687,Lawrence R Sussman,Law Office Of Lawrence Sussman,423 Washington St #200,San Francisco,CA,94111,2002-03-02T00:00:00.000,2016-01-01T00:00:00.000,,423 Washington St Ste 200,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1151520-06-171,0469324,Butchershop Creative LLC,Butchershop Creative LLC,432 Clay St,San Francisco,CA,94111,2012-05-10T00:00:00.000,2016-06-15T00:00:00.000,2023-05-12T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2023-05-12T00:00:00.000,
1326548-03-231,0442717,Sauce Labs Inc,Sauce Labs Inc,450 Sansome St Ste 900,San Francisco,CA,94111,2008-08-29T00:00:00.000,2022-08-01T00:00:00.000,,450 Sansome St,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1134887-02-171,0455280,George P Johnson Company,"Praytell Strategy, Inc.",545 Sansome St Fl 9th,San Francisco,CA,94111,2011-01-01T00:00:00.000,2016-08-16T00:00:00.000,2018-06-30T00:00:00.000,1914 Taylor Pt,Auburn Hills,48326,MI,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1257688-08-201,1079903,"Yola, Inc.","Yola, Inc.",650 California St Fl 7,San Francisco,CA,94108,2017-05-01T00:00:00.000,2018-05-14T00:00:00.000,,548 Market St 38798 Unit,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1280071-06-211,1125348,"Gibmedia, Incorporated",Gibmedia Incorporated,600 California St Fl 11,San Francisco,CA,94108,2021-06-01T00:00:00.000,2021-06-01T00:00:00.000,2021-06-01T00:00:00.000,600 California St 11 Fl,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1247483-02-201,1100416,Gravitate Communications,Gravitate Communications,838 Grant Ave Ste 388,San Francisco,CA,94108,2016-06-13T00:00:00.000,2016-06-13T00:00:00.000,2022-12-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2024-12-31T00:00:00.000,Chinatown
1378244-01-251,1165492,"Housh Tax Law, A.P. C.","Housh Tax Law, A.P. C.",802 Montgomery St,San Francisco,CA,94133,2025-01-09T00:00:00.000,2025-01-09T00:00:00.000,,11760 San Pablo Ave Unit 203,El Cerrito,94530,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1028213-05-151,0455063,Design Blitz,Blitz Architecture And Design,435 Jackson St,San Francisco,CA,94111,2011-01-01T00:00:00.000,2014-06-01T00:00:00.000,,435 Jackson St,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0170165-02-001,0170165,Spott Lucey & Wall Inc Cpa,Spot Lucey & Wall Inc Cpa,601 Montgomery St 777,San Francisco,CA,94111,2001-05-01T00:00:00.000,2001-05-01T00:00:00.000,2016-04-30T00:00:00.000,601 Montgomery St Ste 1400,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1311458-08-221,1137627,Bruno Decarnoncle,A La Carte Web Design,655 Montgomery St Ste 490,San Francisco,CA,94111,2022-08-05T00:00:00.000,2022-08-05T00:00:00.000,2023-08-07T00:00:00.000,100 Stoneridge Ln,San Francisco,94134,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0022863-01-001,0022863,Poon Gene B Dds Inc,Poon Gene B Dds Inc,728 Pacific Ave Ste 404,San Francisco,CA,94133,1968-10-01T00:00:00.000,1968-10-01T00:00:00.000,2024-09-09T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2024-09-09T00:00:00.000,Chinatown
0400185-01-001,0400185,Lin Dong,Dong Lin Md,950 Stockton St Ste 207,San Francisco,CA,94108,2006-08-01T00:00:00.000,2006-08-01T00:00:00.000,2021-04-05T00:00:00.000,450 Sutter St Rm 1520,San Francisco,94108,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,Chinatown
1235943-10-191,0478697,Upward Labs Holdings Inc,Upward Labs Holdings Inc Dba Glow Inc,499 Jackson St 3,San Francisco,CA,94111,2012-08-29T00:00:00.000,2019-09-30T00:00:00.000,2023-12-31T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,2023-12-31T00:00:00.000,
1118328-09-161,1056936,"Openx Technologies, Inc.","Openx Technologies, Inc.",600 California St Fl 11,San Francisco,CA,94108,2016-08-29T00:00:00.000,2016-08-29T00:00:00.000,2017-07-05T00:00:00.000,177 E Colorado Blvd Ste 3039,Pasadena,91105,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
1211455-01-191,0448595,Health Advances LLC,Health Advances LLC,601 Montgomery St Ste 1850,San Francisco,CA,94111,2008-07-01T00:00:00.000,2015-02-01T00:00:00.000,2020-01-30T00:00:00.000,275 Grove St 1-300 Ste,Newton,02466,MA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
0134408-01-001,0134408,Forge Architecture,Fee Munson Ebert,500 Montgomery St 600,San Francisco,CA,94111,1981-01-01T00:00:00.000,1981-01-01T00:00:00.000,2017-03-09T00:00:00.000,500 Montgomery St,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services",False,False,,,3,Chinatown,,
